,FullCV_01_idx,FullCV_01_flag,FullCV_02_idx,FullCV_02_flag,FullCV_03_idx,FullCV_03_flag,FullCV_04_idx,FullCV_04_flag,FullCV_05_idx,FullCV_05_flag,FullCV_06_idx,FullCV_06_flag,FullCV_07_idx,FullCV_07_flag,FullCV_08_idx,FullCV_08_flag,FullCV_09_idx,FullCV_09_flag,FullCV_10_idx,FullCV_10_flag
964,964,train,2627,train,1223,train,2474,train,2969,test,616,train,147,train,2704,train,2867,test,3326,test
965,965,train,835,train,1032,train,2098,train,3925,test,1852,train,3063,test,3302,test,609,train,298,train
966,966,train,163,train,3491,test,2514,train,2585,train,2652,train,3147,test,1057,train,1270,train,2016,train
967,967,train,1798,train,1708,train,792,train,3334,test,99,train,3567,test,2958,test,2278,train,309,train
968,968,train,115,train,1211,train,811,train,152,train,979,train,1225,train,2142,train,1972,train,1676,train
969,969,train,1518,train,1837,train,3068,test,3369,test,3008,test,3563,test,2986,test,2700,train,83,train
970,970,train,1846,train,2868,test,1549,train,2163,train,1292,train,1969,train,2395,train,1953,train,1444,train
971,971,train,1713,train,2680,train,3765,test,2754,train,579,train,599,train,2445,train,324,train,647,train
972,972,train,3176,test,3854,test,2029,train,2051,train,1917,train,896,train,2417,train,1346,train,1830,train
973,973,train,2407,train,2563,train,2384,train,1844,train,3702,test,2852,test,3887,test,3757,test,245,train
974,974,train,3378,test,2246,train,3948,test,1364,train,1815,train,979,train,1142,train,2093,train,1643,train
975,975,train,3194,test,1765,train,3720,test,1421,train,3270,test,1249,train,2810,test,943,train,2997,test
976,976,train,2518,train,780,train,895,train,1288,train,571,train,2936,test,599,train,2785,test,3315,test
977,977,train,3457,test,552,train,2650,train,3073,test,495,train,576,train,829,train,2428,train,2089,train
978,978,train,1734,train,1761,train,3695,test,1447,train,1770,train,287,train,2207,train,618,train,3231,test
979,979,train,3469,test,1076,train,451,train,597,train,1879,train,27,train,406,train,889,train,2559,train
980,980,train,436,train,1116,train,1989,train,2426,train,1218,train,1677,train,1835,train,3224,test,3810,test
981,981,train,1448,train,1219,train,973,train,1597,train,1035,train,875,train,764,train,3779,test,3516,test
982,982,train,3679,test,3462,test,23,train,2411,train,3435,test,2709,train,2017,train,1031,train,2733,train
983,983,train,3384,test,3767,test,499,train,1214,train,2069,train,404,train,1301,train,545,train,2636,train
984,984,train,2337,train,1493,train,2638,train,2628,train,1555,train,2515,train,2444,train,1049,train,1272,train
985,985,train,2959,test,1882,train,3725,test,1072,train,650,train,3753,test,1459,train,3467,test,2621,train
986,986,train,1658,train,1554,train,2356,train,937,train,3079,test,1783,train,1110,train,2335,train,2976,test
987,987,train,1178,train,3534,test,450,train,1112,train,2678,train,2525,train,3641,test,2120,train,260,train
988,988,train,393,train,1156,train,147,train,890,train,2413,train,1882,train,1485,train,3695,test,1536,train
989,989,train,2466,train,613,train,2368,train,1500,train,3344,test,2206,train,74,train,1474,train,744,train
990,990,train,3479,test,257,train,2799,test,3176,test,2132,train,1081,train,1712,train,3383,test,3901,test
991,991,train,3066,test,538,train,958,train,1410,train,1500,train,927,train,3010,test,310,train,1091,train
992,992,train,2521,train,3571,test,516,train,2078,train,1785,train,2526,train,337,train,647,train,854,train
993,993,train,2517,train,2434,train,3888,test,2067,train,269,train,650,train,1727,train,1194,train,3583,test
994,994,train,2842,test,3153,test,2759,train,89,train,2978,test,1478,train,2535,train,2606,train,2610,train
995,995,train,1156,train,878,train,1577,train,450,train,1263,train,3000,test,2840,test,3915,test,3347,test
996,996,train,405,train,1151,train,2040,train,645,train,1736,train,2603,train,2328,train,1643,train,2428,train
997,997,train,1927,train,2938,test,2382,train,2244,train,3076,test,328,train,1493,train,247,train,3316,test
998,998,train,881,train,1239,train,1914,train,2589,train,2566,train,3438,test,1460,train,3601,test,2238,train
999,999,train,1307,train,1732,train,2105,train,1554,train,436,train,2927,test,205,train,485,train,2549,train
1000,1000,train,1210,train,3399,test,304,train,490,train,1553,train,1126,train,2277,train,3719,test,3473,test
1001,1001,train,2238,train,3024,test,1952,train,3307,test,2599,train,847,train,1201,train,2848,test,1126,train
1002,1002,train,124,train,791,train,1361,train,558,train,215,train,3296,test,615,train,1123,train,3762,test
1003,1003,train,3760,test,1177,train,1358,train,536,train,726,train,2053,train,271,train,1057,train,2024,train
1004,1004,train,780,train,3134,test,2198,train,1580,train,235,train,2911,test,3098,test,1351,train,908,train
1005,1005,train,1787,train,2170,train,29,train,311,train,3375,test,1917,train,2312,train,1631,train,2290,train
1006,1006,train,2853,test,3654,test,3508,test,3703,test,365,train,2170,train,2768,test,3484,test,3195,test
1007,1007,train,2343,train,3681,test,3149,test,581,train,318,train,1536,train,2873,test,1770,train,883,train
1008,1008,train,453,train,982,train,3580,test,3305,test,2350,train,212,train,304,train,2593,train,1156,train
1009,1009,train,1918,train,1323,train,918,train,3114,test,2169,train,1482,train,1367,train,2385,train,2163,train
1010,1010,train,634,train,1417,train,1863,train,2711,train,2264,train,3307,test,821,train,1554,train,2659,train
1011,1011,train,2905,test,3592,test,170,train,3404,test,2920,test,2272,train,27,train,1847,train,3878,test
1012,1012,train,628,train,3327,test,677,train,2312,train,2319,train,3729,test,953,train,1034,train,356,train
1013,1013,train,3304,test,469,train,3495,test,3903,test,539,train,3254,test,37,train,492,train,86,train
1014,1014,train,1205,train,140,train,2164,train,1772,train,917,train,1531,train,2109,train,476,train,3341,test
1015,1015,train,2799,test,2241,train,3684,test,361,train,41,train,48,train,434,train,1544,train,464,train
1016,1016,train,217,train,2965,test,2540,train,0,train,825,train,2044,train,1725,train,3140,test,2102,train
1017,1017,train,2938,test,2475,train,3064,test,3904,test,804,train,103,train,2475,train,694,train,3081,test
1018,1018,train,1664,train,620,train,2405,train,2119,train,44,train,558,train,1384,train,1786,train,3862,test
1019,1019,train,1657,train,690,train,150,train,3459,test,3532,test,3181,test,673,train,1842,train,1100,train
1020,1020,train,3569,test,1271,train,102,train,3763,test,1945,train,3205,test,500,train,2211,train,1151,train
1021,1021,train,1574,train,987,train,2394,train,2233,train,1773,train,239,train,3489,test,1588,train,2005,train
1022,1022,train,620,train,2573,train,1767,train,1752,train,2348,train,3253,test,539,train,1091,train,3892,test
1023,1023,train,1499,train,1759,train,882,train,2383,train,1556,train,3322,test,943,train,1130,train,1180,train
1024,1024,train,2207,train,3116,test,1159,train,10,train,1244,train,1574,train,3288,test,384,train,875,train
1025,1025,train,3440,test,2473,train,1132,train,1755,train,507,train,1736,train,3343,test,2617,train,1438,train
1026,1026,train,3273,test,2478,train,3718,test,3553,test,844,train,223,train,262,train,934,train,576,train
1027,1027,train,21,train,1316,train,3832,test,233,train,2240,train,358,train,2360,train,3884,test,1129,train
1028,1028,train,1747,train,252,train,659,train,2823,test,1458,train,3095,test,473,train,3667,test,1666,train
1029,1029,train,3159,test,610,train,0,train,1025,train,555,train,23,train,1072,train,529,train,782,train
1030,1030,train,2856,test,863,train,776,train,462,train,3197,test,829,train,26,train,3426,test,3593,test
1031,1031,train,3940,test,3022,test,3622,test,3314,test,2216,train,3411,test,555,train,2381,train,3572,test
1032,1032,train,3456,test,2531,train,1123,train,478,train,3745,test,1628,train,3653,test,981,train,777,train
1033,1033,train,1839,train,1716,train,570,train,3540,test,3720,test,3785,test,21,train,2005,train,1784,train
1034,1034,train,484,train,2856,test,112,train,1166,train,2173,train,1791,train,2538,train,1273,train,3012,test
1035,1035,train,3435,test,3799,test,1162,train,338,train,195,train,2634,train,2539,train,1186,train,3763,test
1036,1036,train,3380,test,2194,train,36,train,1084,train,1995,train,3124,test,3012,test,2094,train,2730,train
1037,1037,train,3880,test,2562,train,1204,train,629,train,3196,test,1720,train,2267,train,175,train,2317,train
1038,1038,train,2424,train,1438,train,2538,train,3837,test,2373,train,888,train,226,train,1961,train,2542,train
1039,1039,train,2139,train,541,train,3056,test,852,train,1591,train,1561,train,243,train,930,train,2388,train
1040,1040,train,1856,train,3367,test,1958,train,2991,test,3874,test,112,train,1812,train,223,train,1202,train
1041,1041,train,486,train,2324,train,1073,train,2731,train,3296,test,3241,test,1419,train,1096,train,3034,test
1042,1042,train,2436,train,665,train,3704,test,2209,train,1426,train,2517,train,49,train,562,train,646,train
1043,1043,train,348,train,886,train,2752,train,3262,test,2106,train,2492,train,3002,test,3654,test,3948,test
1044,1044,train,840,train,378,train,3562,test,3352,test,38,train,638,train,3795,test,1655,train,1721,train
1045,1045,train,2593,train,3951,test,3862,test,1876,train,2925,test,734,train,3470,test,2807,test,3446,test
1046,1046,train,947,train,1051,train,843,train,549,train,196,train,2238,train,3850,test,3929,test,3133,test
1047,1047,train,3847,test,795,train,278,train,2253,train,1064,train,3129,test,3502,test,1889,train,1630,train
1048,1048,train,697,train,31,train,1250,train,3263,test,1792,train,523,train,73,train,826,train,3430,test
1049,1049,train,89,train,2971,test,2101,train,3860,test,3447,test,3348,test,118,train,509,train,2989,test
1050,1050,train,3093,test,839,train,3053,test,2179,train,3115,test,710,train,2407,train,2422,train,1782,train
1051,1051,train,2152,train,478,train,207,train,1568,train,2060,train,1461,train,1936,train,1188,train,487,train
1052,1052,train,226,train,3795,test,3006,test,2671,train,1410,train,1352,train,2000,train,3758,test,1742,train
1053,1053,train,2979,test,2843,test,1012,train,3503,test,3193,test,693,train,3479,test,103,train,52,train
1054,1054,train,2695,train,3227,test,2050,train,2695,train,2043,train,1619,train,3347,test,187,train,842,train
1055,1055,train,1142,train,874,train,797,train,2306,train,3398,test,883,train,3728,test,3631,test,2981,test
1056,1056,train,2543,train,1242,train,1276,train,1883,train,2017,train,1024,train,625,train,248,train,823,train
1057,1057,train,727,train,963,train,3860,test,359,train,2400,train,1491,train,820,train,3284,test,1725,train
1058,1058,train,1515,train,150,train,243,train,1356,train,3381,test,3291,test,565,train,836,train,3771,test
1059,1059,train,2147,train,3351,test,1527,train,610,train,3029,test,3516,test,603,train,3152,test,2302,train
1060,1060,train,16,train,1086,train,3940,test,951,train,629,train,1286,train,1803,train,1675,train,2839,test
1061,1061,train,2279,train,3109,test,2153,train,2217,train,2804,test,1032,train,3672,test,932,train,1840,train
1062,1062,train,935,train,1123,train,2749,train,1460,train,1998,train,1241,train,472,train,1238,train,482,train
1063,1063,train,1377,train,3237,test,3693,test,2640,train,416,train,2325,train,3923,test,2544,train,2856,test
1064,1064,train,2744,train,152,train,2909,test,1646,train,2095,train,3183,test,2733,train,921,train,583,train
1065,1065,train,535,train,267,train,558,train,3498,test,253,train,2978,test,2812,test,62,train,357,train
1066,1066,train,2399,train,3901,test,3781,test,3231,test,2443,train,2385,train,1543,train,997,train,2993,test
1067,1067,train,7,train,2917,test,1683,train,2943,test,2508,train,168,train,864,train,2530,train,1988,train
1068,1068,train,1823,train,911,train,1189,train,2195,train,1170,train,3705,test,806,train,184,train,1114,train
1069,1069,train,1635,train,1491,train,3041,test,969,train,381,train,2740,train,2430,train,803,train,2161,train
1070,1070,train,2056,train,692,train,3207,test,1674,train,1132,train,1055,train,2878,test,1054,train,699,train
1071,1071,train,2137,train,2004,train,376,train,484,train,1099,train,2100,train,1921,train,1437,train,2589,train
1072,1072,train,1538,train,1189,train,2976,test,1126,train,3347,test,2422,train,1206,train,1885,train,605,train
1073,1073,train,2014,train,3873,test,3730,test,3124,test,2962,test,3550,test,3544,test,1524,train,3518,test
1074,1074,train,1189,train,2259,train,2152,train,1368,train,2209,train,3809,test,426,train,1872,train,2336,train
1075,1075,train,742,train,2321,train,985,train,915,train,3111,test,3315,test,677,train,2685,train,1743,train
1076,1076,train,1285,train,2709,train,1318,train,586,train,176,train,1659,train,1417,train,2854,test,2368,train
1077,1077,train,304,train,2237,train,3496,test,3744,test,3491,test,2406,train,2644,train,1978,train,3334,test
1078,1078,train,307,train,3113,test,2649,train,351,train,3668,test,2074,train,2713,train,426,train,998,train
1079,1079,train,3424,test,2289,train,417,train,440,train,1407,train,3849,test,2783,test,3499,test,828,train
1080,1080,train,309,train,2373,train,442,train,3276,test,3638,test,557,train,2741,train,335,train,3586,test
1081,1081,train,3452,test,1838,train,265,train,1360,train,1905,train,2248,train,3373,test,920,train,1658,train
1082,1082,train,3694,test,2742,train,3794,test,161,train,1490,train,428,train,3244,test,2580,train,755,train
1083,1083,train,1974,train,1471,train,3466,test,718,train,3605,test,2131,train,871,train,2079,train,3161,test
1084,1084,train,845,train,245,train,410,train,2117,train,1597,train,302,train,1849,train,3684,test,2058,train
1085,1085,train,3875,test,2745,train,3811,test,1682,train,3009,test,3721,test,448,train,653,train,1863,train
1086,1086,train,230,train,88,train,1642,train,3343,test,383,train,1747,train,1245,train,441,train,137,train
1087,1087,train,3672,test,1178,train,401,train,1920,train,2468,train,3855,test,1101,train,1456,train,3744,test
1088,1088,train,1585,train,1016,train,3079,test,3723,test,295,train,3207,test,1962,train,3914,test,3325,test
1089,1089,train,3773,test,2948,test,1221,train,3416,test,2854,test,2540,train,315,train,3330,test,1706,train
1090,1090,train,275,train,2949,test,2367,train,241,train,382,train,66,train,2953,test,3886,test,430,train
1091,1091,train,934,train,919,train,327,train,1323,train,3160,test,3370,test,3559,test,3356,test,1146,train
1092,1092,train,3812,test,710,train,3731,test,1073,train,1758,train,677,train,3149,test,3027,test,3129,test
1093,1093,train,197,train,1967,train,2378,train,3889,test,757,train,656,train,2894,test,1950,train,1372,train
1094,1094,train,2225,train,3015,test,1274,train,3715,test,3797,test,15,train,2228,train,228,train,3843,test
1095,1095,train,1700,train,2986,test,3608,test,3541,test,2601,train,3427,test,2766,train,802,train,3635,test
1096,1096,train,2320,train,1844,train,1310,train,3038,test,2718,train,421,train,344,train,1180,train,3818,test
1097,1097,train,1251,train,2528,train,1101,train,1900,train,1730,train,1246,train,1520,train,2485,train,950,train
1098,1098,train,795,train,3127,test,121,train,3756,test,525,train,3262,test,2209,train,2943,test,501,train
1099,1099,train,3285,test,510,train,1518,train,967,train,2273,train,2843,test,1684,train,1945,train,2175,train
1100,1100,train,999,train,236,train,944,train,1653,train,1622,train,1469,train,1773,train,1050,train,2737,train
1101,1101,train,866,train,2743,train,1545,train,733,train,2510,train,2286,train,3765,test,2180,train,3374,test
1102,1102,train,379,train,3547,test,2562,train,519,train,2466,train,2295,train,1475,train,2981,test,714,train
1103,1103,train,1449,train,1778,train,1403,train,1181,train,1915,train,3249,test,3378,test,919,train,3469,test
1104,1104,train,446,train,2960,test,2414,train,2278,train,634,train,2674,train,251,train,778,train,1717,train
1105,1105,train,3231,test,2476,train,802,train,87,train,437,train,2416,train,929,train,1071,train,888,train
1106,1106,train,1002,train,3569,test,554,train,383,train,3269,test,1812,train,3857,test,2452,train,885,train
1107,1107,train,1480,train,96,train,2379,train,1912,train,210,train,1102,train,2156,train,534,train,563,train
1108,1108,train,868,train,219,train,2483,train,1503,train,3228,test,3433,test,375,train,3474,test,1046,train
1109,1109,train,184,train,2905,test,3142,test,2088,train,350,train,2060,train,1608,train,3858,test,442,train
1110,1110,train,2798,test,2305,train,3723,test,1,train,3782,test,1893,train,3443,test,1671,train,2664,train
1111,1111,train,30,train,2325,train,2521,train,2691,train,1457,train,874,train,19,train,10,train,1815,train
1112,1112,train,3218,test,2427,train,3223,test,3196,test,2416,train,2111,train,32,train,3502,test,3178,test
1113,1113,train,2433,train,993,train,1921,train,3118,test,2906,test,2090,train,2473,train,2059,train,691,train
1114,1114,train,32,train,2280,train,3351,test,2033,train,3752,test,2130,train,2837,test,496,train,898,train
1115,1115,train,1041,train,969,train,3584,test,2270,train,2148,train,3455,test,835,train,2735,train,992,train
1116,1116,train,3359,test,1643,train,547,train,1165,train,1002,train,1770,train,630,train,658,train,1296,train
1117,1117,train,556,train,1995,train,997,train,563,train,1610,train,1357,train,360,train,1302,train,2457,train
1118,1118,train,568,train,1289,train,2066,train,3308,test,1856,train,2595,train,2786,test,2201,train,2574,train
1119,1119,train,2451,train,100,train,639,train,2344,train,2125,train,464,train,931,train,252,train,3101,test
1120,1120,train,148,train,1626,train,1056,train,2434,train,3516,test,916,train,1015,train,1418,train,308,train
1121,1121,train,1118,train,2400,train,100,train,1446,train,1855,train,1972,train,2201,train,3581,test,2487,train
1122,1122,train,2023,train,3952,test,978,train,2055,train,2523,train,347,train,3511,test,2245,train,441,train
1123,1123,train,1308,train,3916,test,1862,train,570,train,1479,train,1093,train,3169,test,2358,train,607,train
1124,1124,train,892,train,3778,test,2169,train,2900,test,887,train,2566,train,2470,train,1521,train,2323,train
1125,1125,train,2255,train,3540,test,1635,train,1268,train,294,train,603,train,352,train,3232,test,3760,test
1126,1126,train,2600,train,2710,train,3525,test,3072,test,1392,train,1609,train,2416,train,922,train,1504,train
1127,1127,train,831,train,898,train,1287,train,2164,train,2997,test,3569,test,2885,test,2083,train,1201,train
1128,1128,train,3091,test,1412,train,3347,test,1525,train,638,train,2092,train,2808,test,3147,test,3047,test
1129,1129,train,355,train,2572,train,377,train,426,train,1027,train,3572,test,1256,train,2780,test,2164,train
1130,1130,train,1527,train,1977,train,3455,test,2893,test,3672,test,2808,test,1932,train,520,train,3622,test
1131,1131,train,1775,train,3073,test,2051,train,59,train,1516,train,1985,train,2264,train,2691,train,2034,train
1132,1132,train,94,train,3307,test,106,train,1051,train,100,train,3312,test,1203,train,1597,train,222,train
1133,1133,train,1076,train,3533,test,770,train,1727,train,3627,test,1423,train,837,train,497,train,46,train
1134,1134,train,1477,train,1941,train,274,train,3288,test,1885,train,1549,train,2029,train,3454,test,2311,train
1135,1135,train,2001,train,1041,train,1865,train,893,train,2253,train,1984,train,2274,train,1103,train,1670,train
1136,1136,train,1389,train,3705,test,3334,test,3417,test,2380,train,3193,test,1624,train,579,train,3565,test
1137,1137,train,2246,train,1044,train,3137,test,1534,train,2812,test,1540,train,3931,test,132,train,3669,test
1138,1138,train,1427,train,452,train,3375,test,3237,test,1265,train,778,train,882,train,3144,test,1059,train
1139,1139,train,1351,train,3834,test,1459,train,2143,train,1938,train,3149,test,2366,train,3240,test,2051,train
1140,1140,train,1326,train,193,train,3780,test,3054,test,2528,train,2842,test,1831,train,3827,test,2003,train
1141,1141,train,3874,test,1037,train,1812,train,3580,test,2620,train,2041,train,585,train,145,train,2754,train
1142,1142,train,2016,train,229,train,1782,train,2285,train,307,train,2447,train,2727,train,514,train,1876,train
1143,1143,train,3311,test,3064,test,1360,train,659,train,1965,train,639,train,2313,train,570,train,2287,train
1144,1144,train,1464,train,2927,test,108,train,752,train,2644,train,1411,train,2632,train,2757,train,1664,train
1145,1145,train,398,train,3861,test,1423,train,2299,train,1690,train,1653,train,2849,test,3391,test,1407,train
1146,1146,train,1667,train,1165,train,302,train,176,train,2030,train,141,train,753,train,3003,test,1818,train
1147,1147,train,3514,test,2950,test,2755,train,3300,test,1,train,1966,train,1298,train,3830,test,3601,test
1148,1148,train,3060,test,901,train,1534,train,2167,train,317,train,196,train,2916,test,676,train,1564,train
1149,1149,train,3394,test,2398,train,1769,train,1185,train,2788,test,3036,test,1224,train,2745,train,1983,train
1150,1150,train,3406,test,3760,test,386,train,3782,test,1959,train,2351,train,3295,test,1310,train,606,train
1151,1151,train,156,train,2566,train,227,train,959,train,378,train,2079,train,1442,train,1867,train,1535,train
1152,1152,train,651,train,2010,train,3199,test,576,train,3015,test,1961,train,836,train,87,train,3496,test
1153,1153,train,3186,test,3086,test,3668,test,387,train,1313,train,1557,train,1630,train,1968,train,166,train
1154,1154,train,2318,train,2038,train,2094,train,3429,test,3684,test,509,train,1661,train,1064,train,3070,test
1155,1155,train,942,train,135,train,1376,train,2379,train,1489,train,3294,test,3157,test,3552,test,272,train
1156,1156,train,791,train,1582,train,1741,train,566,train,759,train,2715,train,717,train,1354,train,3793,test
1157,1157,train,957,train,3772,test,820,train,1068,train,777,train,335,train,1893,train,2442,train,2558,train
1158,1158,train,1624,train,2891,test,3283,test,2749,train,1918,train,2049,train,2316,train,2352,train,796,train
1159,1159,train,3178,test,805,train,3353,test,721,train,3777,test,2538,train,1808,train,1467,train,1074,train
1160,1160,train,1754,train,1348,train,3097,test,1315,train,2465,train,368,train,2311,train,3215,test,3928,test
1161,1161,train,2161,train,2517,train,834,train,262,train,748,train,1432,train,3667,test,1183,train,507,train
1162,1162,train,2844,test,1131,train,711,train,2610,train,3178,test,715,train,267,train,319,train,3276,test
1163,1163,train,725,train,260,train,2873,test,1859,train,1588,train,2661,train,1715,train,67,train,2680,train
1164,1164,train,3916,test,1932,train,2779,test,3298,test,530,train,1347,train,1573,train,3922,test,1167,train
1165,1165,train,3075,test,1655,train,1796,train,2429,train,1578,train,769,train,3297,test,3503,test,1921,train
1166,1166,train,2911,test,867,train,1076,train,1256,train,2252,train,2689,train,379,train,723,train,1957,train
1167,1167,train,522,train,1670,train,1575,train,1670,train,199,train,2273,train,880,train,916,train,1896,train
1168,1168,train,1221,train,2787,test,3320,test,582,train,3352,test,3883,test,3400,test,225,train,1776,train
1169,1169,train,525,train,809,train,291,train,2037,train,3612,test,1169,train,1521,train,2103,train,1429,train
1170,1170,train,1102,train,940,train,3453,test,1579,train,567,train,3733,test,705,train,3824,test,377,train
1171,1171,train,1243,train,961,train,865,train,2251,train,2526,train,2920,test,2143,train,987,train,1293,train
1172,1172,train,3834,test,2883,test,1620,train,3794,test,2229,train,1416,train,2374,train,2533,train,707,train
1173,1173,train,2013,train,2569,train,1254,train,3436,test,3351,test,2328,train,1346,train,2891,test,1615,train
1174,1174,train,2717,train,3211,test,606,train,3216,test,635,train,166,train,2858,test,717,train,2254,train
1175,1175,train,213,train,1575,train,954,train,1246,train,3947,test,1312,train,3224,test,1010,train,3887,test
1176,1176,train,927,train,3754,test,647,train,2086,train,1321,train,3290,test,3918,test,3751,test,3588,test
1177,1177,train,1288,train,1272,train,3644,test,3448,test,1131,train,3184,test,1102,train,2880,test,2642,train
1178,1178,train,1331,train,3498,test,2800,test,1341,train,285,train,2562,train,2981,test,971,train,2745,train
1179,1179,train,2313,train,645,train,2340,train,1394,train,1207,train,1667,train,1424,train,3267,test,771,train
1180,1180,train,1933,train,966,train,2992,test,1174,train,3103,test,314,train,276,train,2305,train,773,train
1181,1181,train,2530,train,3941,test,3433,test,3531,test,1682,train,350,train,1703,train,1445,train,2090,train
1182,1182,train,2885,test,2492,train,272,train,2063,train,2516,train,2628,train,3904,test,262,train,1757,train
1183,1183,train,528,train,3762,test,1244,train,1751,train,538,train,2127,train,3382,test,3050,test,979,train
1184,1184,train,3113,test,1174,train,3603,test,354,train,3490,test,1845,train,2037,train,2516,train,1737,train
1185,1185,train,328,train,2615,train,3363,test,1582,train,172,train,2582,train,2957,test,2431,train,1845,train
1186,1186,train,752,train,2990,test,3261,test,2750,train,2734,train,1118,train,127,train,2708,train,3500,test
1187,1187,train,72,train,2349,train,1988,train,3460,test,3158,test,3939,test,3778,test,3255,test,2338,train
1188,1188,train,2419,train,2060,train,2773,test,1519,train,3255,test,1050,train,2961,test,3933,test,3747,test
1189,1189,train,496,train,1988,train,1924,train,1931,train,1460,train,3764,test,322,train,3315,test,413,train
1190,1190,train,331,train,3769,test,1931,train,410,train,682,train,2390,train,2944,test,2104,train,1497,train
1191,1191,train,896,train,2399,train,3867,test,199,train,1476,train,189,train,3363,test,18,train,3580,test
1192,1192,train,2417,train,3410,test,833,train,2562,train,1870,train,1339,train,775,train,1863,train,2813,test
1193,1193,train,1946,train,227,train,2754,train,2911,test,1342,train,2087,train,295,train,3461,test,1213,train
1194,1194,train,1119,train,1709,train,420,train,1890,train,2405,train,3428,test,1779,train,2178,train,3454,test
1195,1195,train,3471,test,755,train,619,train,3204,test,1366,train,3927,test,1686,train,2958,test,959,train
1196,1196,train,2561,train,3575,test,3531,test,816,train,3411,test,946,train,229,train,2711,train,2506,train
1197,1197,train,2019,train,499,train,3639,test,3780,test,2202,train,1335,train,3346,test,1782,train,3148,test
1198,1198,train,567,train,1901,train,3743,test,3381,test,2669,train,3130,test,1546,train,2840,test,1969,train
1199,1199,train,2180,train,1845,train,3225,test,3868,test,3898,test,3379,test,641,train,1082,train,853,train
1200,1200,train,50,train,1320,train,2013,train,1242,train,3443,test,3113,test,525,train,2405,train,3102,test
1201,1201,train,2216,train,1795,train,2285,train,371,train,3066,test,1400,train,3247,test,3761,test,3332,test
1202,1202,train,3532,test,3060,test,86,train,90,train,2534,train,1451,train,889,train,1090,train,142,train
1203,1203,train,1801,train,1578,train,948,train,3182,test,3658,test,165,train,1848,train,3528,test,727,train
1204,1204,train,157,train,1859,train,283,train,1939,train,856,train,3948,test,284,train,881,train,1672,train
1205,1205,train,3220,test,34,train,1450,train,3315,test,1262,train,1663,train,3625,test,2112,train,954,train
1206,1206,train,1889,train,190,train,53,train,3220,test,2581,train,1023,train,3067,test,843,train,3919,test
1207,1207,train,3685,test,3428,test,105,train,1836,train,1755,train,3524,test,3208,test,1341,train,1601,train
1208,1208,train,3691,test,159,train,1039,train,2680,train,3906,test,1837,train,1168,train,3431,test,574,train
1209,1209,train,3439,test,3312,test,3026,test,2834,test,3471,test,2630,train,2930,test,2560,train,1683,train
1210,1210,train,1753,train,1170,train,841,train,1024,train,2078,train,242,train,117,train,477,train,2890,test
1211,1211,train,2106,train,1892,train,2456,train,1625,train,1174,train,702,train,1975,train,1967,train,3437,test
1212,1212,train,720,train,3242,test,211,train,1271,train,923,train,753,train,1227,train,106,train,2625,train
1213,1213,train,391,train,668,train,1147,train,1679,train,400,train,407,train,283,train,1347,train,3143,test
1214,1214,train,159,train,3309,test,292,train,700,train,2299,train,3101,test,1517,train,2665,train,3009,test
1215,1215,train,2533,train,936,train,2748,train,1933,train,738,train,1911,train,514,train,1528,train,103,train
1216,1216,train,2651,train,194,train,3556,test,1437,train,986,train,2297,train,3379,test,2627,train,3320,test
1217,1217,train,2691,train,2013,train,1141,train,744,train,255,train,1575,train,2522,train,406,train,1267,train
1218,1218,train,2026,train,2472,train,3896,test,3214,test,980,train,3295,test,3455,test,388,train,1175,train
1219,1219,train,237,train,325,train,2522,train,339,train,1642,train,2781,test,992,train,421,train,1483,train
1220,1220,train,2880,test,2295,train,1554,train,3840,test,687,train,540,train,2673,train,251,train,1461,train
1221,1221,train,2703,train,841,train,2142,train,2405,train,3301,test,842,train,2807,test,2500,train,3024,test
1222,1222,train,2995,test,28,train,2668,train,2307,train,1859,train,57,train,2996,test,2036,train,274,train
1223,1223,train,762,train,1256,train,688,train,3060,test,2200,train,630,train,1615,train,3586,test,2304,train
1224,1224,train,1748,train,853,train,3119,test,219,train,955,train,2533,train,2237,train,3838,test,1232,train
1225,1225,train,3719,test,319,train,246,train,3542,test,2677,train,955,train,1042,train,2100,train,559,train
1226,1226,train,3382,test,344,train,872,train,1163,train,1632,train,3148,test,3184,test,2995,test,834,train
1227,1227,train,1782,train,1784,train,2054,train,1950,train,1988,train,1313,train,3847,test,2143,train,1980,train
1228,1228,train,2960,test,3456,test,1687,train,2311,train,2690,train,3213,test,3114,test,454,train,202,train
1229,1229,train,3786,test,731,train,2263,train,24,train,3615,test,1682,train,189,train,1185,train,2123,train
1230,1230,train,811,train,2659,train,551,train,2174,train,1117,train,900,train,299,train,3172,test,3651,test
1231,1231,train,1594,train,1321,train,1684,train,1099,train,3108,test,234,train,3803,test,393,train,845,train
1232,1232,train,3482,test,3807,test,2026,train,1512,train,3558,test,1488,train,476,train,1834,train,1524,train
1233,1233,train,850,train,2708,train,716,train,694,train,1986,train,1920,train,2865,test,898,train,474,train
1234,1234,train,368,train,2822,test,886,train,2714,train,3127,test,3815,test,350,train,2051,train,751,train
1235,1235,train,2896,test,912,train,1727,train,3569,test,2522,train,1915,train,3481,test,1525,train,1057,train
1236,1236,train,3598,test,3225,test,1641,train,1065,train,3385,test,689,train,1316,train,3895,test,1959,train
1237,1237,train,580,train,818,train,1303,train,113,train,2269,train,135,train,430,train,473,train,3258,test
