,Aryl_halide_name,Aryl_halide_smi,Methylaniline_name,Methylaniline_smi,Additive_name,Additive_smi,Base_name,Base_smi,Pd_catalyst_name,Pd_catalyst_smi,Product_name,Product_smi,rxn,Output,React_sites_H_M,Prod_sites,Pd_site
1964,Halide_5,Brc1cccnc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_5,Cc1ccon1,Base_2,CN(C)C(=NC(C)(C)C)N(C)C,Pd_3,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1964,Cc1ccc(Nc2cccnc2)cc1,Brc1cccnc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).Cc1ccon1.CN(C)C(=NC(C)(C)C)N(C)C>>Cc1ccc(Nc2cccnc2)cc1,85.68357471,"((1,), (5,))","((6,), (5,))",8
1965,Halide_4,COc1ccc(Cl)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_2,CCOC(=O)c1cnoc1,Base_0,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,Pd_0,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1965,COc1ccc(Nc2ccc(C)cc2)cc1,COc1ccc(Cl)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).CCOC(=O)c1cnoc1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C>>COc1ccc(Nc2ccc(C)cc2)cc1,0.0,"((5,), (5,))","((5,), (6,))",8
1966,Halide_13,COc1ccc(I)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_11,c1ccc(CN(Cc2ccccc2)c2ccon2)cc1,Base_0,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,Pd_3,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1966,COc1ccc(Nc2ccc(C)cc2)cc1,COc1ccc(I)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).c1ccc(CN(Cc2ccccc2)c2ccon2)cc1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C>>COc1ccc(Nc2ccc(C)cc2)cc1,63.53284655,"((5,), (5,))","((5,), (6,))",8
1967,Halide_4,COc1ccc(Cl)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_5,Cc1ccon1,Base_1,CN1CCCN2CCCN=C12,Pd_0,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1967,COc1ccc(Nc2ccc(C)cc2)cc1,COc1ccc(Cl)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).Cc1ccon1.CN1CCCN2CCCN=C12>>COc1ccc(Nc2ccc(C)cc2)cc1,0.355367929,"((5,), (5,))","((5,), (6,))",8
1968,Halide_2,CCc1ccc(I)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_15,Cc1ccno1,Base_0,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,Pd_2,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1968,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(I)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).Cc1ccno1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C>>CCc1ccc(Nc2ccc(C)cc2)cc1,17.15607423,"((5,), (5,))","((5,), (6,))",8
1969,Halide_8,Clc1cccnc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_16,CCOC(=O)c1cc(C)no1,Base_2,CN(C)C(=NC(C)(C)C)N(C)C,Pd_2,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1969,Cc1ccc(Nc2cccnc2)cc1,Clc1cccnc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).CCOC(=O)c1cc(C)no1.CN(C)C(=NC(C)(C)C)N(C)C>>Cc1ccc(Nc2cccnc2)cc1,2.234092607,"((1,), (5,))","((6,), (5,))",8
1970,Halide_3,FC(F)(F)c1ccc(Cl)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_9,COC(=O)c1cc(-c2cccs2)on1,Base_1,CN1CCCN2CCCN=C12,Pd_2,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1970,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(Cl)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).COC(=O)c1cc(-c2cccs2)on1.CN1CCCN2CCCN=C12>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,6.03417912,"((7,), (5,))","((6,), (5,))",8
1971,Halide_2,CCc1ccc(I)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_20,c1ccc(-c2ccno2)cc1,Base_1,CN1CCCN2CCCN=C12,Pd_2,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1971,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(I)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).c1ccc(-c2ccno2)cc1.CN1CCCN2CCCN=C12>>CCc1ccc(Nc2ccc(C)cc2)cc1,77.02732986,"((5,), (5,))","((5,), (6,))",8
1972,Halide_8,Clc1cccnc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_3,CCOC(=O)c1ccon1,Base_2,CN(C)C(=NC(C)(C)C)N(C)C,Pd_3,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1972,Cc1ccc(Nc2cccnc2)cc1,Clc1cccnc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).CCOC(=O)c1ccon1.CN(C)C(=NC(C)(C)C)N(C)C>>Cc1ccc(Nc2cccnc2)cc1,25.82773903,"((1,), (5,))","((6,), (5,))",8
1973,Halide_10,Ic1cccnc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_19,Cc1cc(-n2cccc2)no1,Base_0,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,Pd_3,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1973,Cc1ccc(Nc2cccnc2)cc1,Ic1cccnc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).Cc1cc(-n2cccc2)no1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C>>Cc1ccc(Nc2cccnc2)cc1,77.66689194,"((1,), (5,))","((6,), (5,))",8
1974,Halide_3,FC(F)(F)c1ccc(Cl)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_20,c1ccc(-c2ccno2)cc1,Base_0,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,Pd_0,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1974,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(Cl)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).c1ccc(-c2ccno2)cc1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,6.575127297,"((7,), (5,))","((6,), (5,))",8
1975,Halide_1,Brc1ccccn1,Methylaniline_0,Cc1ccc(N)cc1,Additive_11,c1ccc(CN(Cc2ccccc2)c2ccon2)cc1,Base_1,CN1CCCN2CCCN=C12,Pd_3,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1975,Cc1ccc(Nc2ccccn2)cc1,Brc1ccccn1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).c1ccc(CN(Cc2ccccc2)c2ccon2)cc1.CN1CCCN2CCCN=C12>>Cc1ccc(Nc2ccccn2)cc1,83.82537223,"((1,), (5,))","((6,), (5,))",8
1976,Halide_3,FC(F)(F)c1ccc(Cl)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_18,c1ccc2nocc2c1,Base_1,CN1CCCN2CCCN=C12,Pd_2,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1976,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(Cl)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).c1ccc2nocc2c1.CN1CCCN2CCCN=C12>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,0.413827697,"((7,), (5,))","((6,), (5,))",8
1977,Halide_2,CCc1ccc(I)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_14,c1ccc(CN(Cc2ccccc2)c2ccno2)cc1,Base_0,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,Pd_3,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1977,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(I)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).c1ccc(CN(Cc2ccccc2)c2ccno2)cc1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C>>CCc1ccc(Nc2ccc(C)cc2)cc1,21.40006849,"((5,), (5,))","((5,), (6,))",8
1978,Halide_0,Clc1ccccn1,Methylaniline_0,Cc1ccc(N)cc1,Additive_21,c1ccc2oncc2c1,Base_1,CN1CCCN2CCCN=C12,Pd_0,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1978,Cc1ccc(Nc2ccccn2)cc1,Clc1ccccn1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).c1ccc2oncc2c1.CN1CCCN2CCCN=C12>>Cc1ccc(Nc2ccccn2)cc1,60.52865164,"((1,), (5,))","((6,), (5,))",8
1979,Halide_2,CCc1ccc(I)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_12,COC(=O)c1cc(-c2ccco2)on1,Base_1,CN1CCCN2CCCN=C12,Pd_3,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1979,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(I)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).COC(=O)c1cc(-c2ccco2)on1.CN1CCCN2CCCN=C12>>CCc1ccc(Nc2ccc(C)cc2)cc1,65.42133393,"((5,), (5,))","((5,), (6,))",8
1980,Halide_2,CCc1ccc(I)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_2,CCOC(=O)c1cnoc1,Base_2,CN(C)C(=NC(C)(C)C)N(C)C,Pd_2,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1980,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(I)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).CCOC(=O)c1cnoc1.CN(C)C(=NC(C)(C)C)N(C)C>>CCc1ccc(Nc2ccc(C)cc2)cc1,6.026719466,"((5,), (5,))","((5,), (6,))",8
1981,Halide_9,CCc1ccc(Cl)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_14,c1ccc(CN(Cc2ccccc2)c2ccno2)cc1,Base_1,CN1CCCN2CCCN=C12,Pd_0,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1981,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(Cl)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).c1ccc(CN(Cc2ccccc2)c2ccno2)cc1.CN1CCCN2CCCN=C12>>CCc1ccc(Nc2ccc(C)cc2)cc1,1.005881291,"((5,), (5,))","((5,), (6,))",8
1982,Halide_13,COc1ccc(I)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_14,c1ccc(CN(Cc2ccccc2)c2ccno2)cc1,Base_1,CN1CCCN2CCCN=C12,Pd_0,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1982,COc1ccc(Nc2ccc(C)cc2)cc1,COc1ccc(I)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).c1ccc(CN(Cc2ccccc2)c2ccno2)cc1.CN1CCCN2CCCN=C12>>COc1ccc(Nc2ccc(C)cc2)cc1,46.3015164,"((5,), (5,))","((5,), (6,))",8
1983,Halide_10,Ic1cccnc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_15,Cc1ccno1,Base_0,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,Pd_2,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1983,Cc1ccc(Nc2cccnc2)cc1,Ic1cccnc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C(C)(C)C)C(C)(C)C)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).Cc1ccno1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C>>Cc1ccc(Nc2cccnc2)cc1,5.007207988,"((1,), (5,))","((6,), (5,))",8
1984,Halide_14,FC(F)(F)c1ccc(Br)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_16,CCOC(=O)c1cc(C)no1,Base_1,CN1CCCN2CCCN=C12,Pd_1,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1984,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(Br)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).CCOC(=O)c1cc(C)no1.CN1CCCN2CCCN=C12>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,34.80628557,"((7,), (5,))","((6,), (5,))",8
1985,Halide_0,Clc1ccccn1,Methylaniline_0,Cc1ccc(N)cc1,Additive_4,CCOC(=O)c1cnoc1C,Base_0,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,Pd_0,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1985,Cc1ccc(Nc2ccccn2)cc1,Clc1ccccn1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).CCOC(=O)c1cnoc1C.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C>>Cc1ccc(Nc2ccccn2)cc1,15.64688259,"((1,), (5,))","((6,), (5,))",8
1986,Halide_1,Brc1ccccn1,Methylaniline_0,Cc1ccc(N)cc1,Additive_14,c1ccc(CN(Cc2ccccc2)c2ccno2)cc1,Base_1,CN1CCCN2CCCN=C12,Pd_0,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1986,Cc1ccc(Nc2ccccn2)cc1,Brc1ccccn1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).c1ccc(CN(Cc2ccccc2)c2ccno2)cc1.CN1CCCN2CCCN=C12>>Cc1ccc(Nc2ccccn2)cc1,39.71442231,"((1,), (5,))","((6,), (5,))",8
1987,Halide_9,CCc1ccc(Cl)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_9,COC(=O)c1cc(-c2cccs2)on1,Base_2,CN(C)C(=NC(C)(C)C)N(C)C,Pd_0,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1987,CCc1ccc(Nc2ccc(C)cc2)cc1,CCc1ccc(Cl)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1c(OC)ccc(OC)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).COC(=O)c1cc(-c2cccs2)on1.CN(C)C(=NC(C)(C)C)N(C)C>>CCc1ccc(Nc2ccc(C)cc2)cc1,0.52608193,"((5,), (5,))","((5,), (6,))",8
1988,Halide_3,FC(F)(F)c1ccc(Cl)cc1,Methylaniline_0,Cc1ccc(N)cc1,Additive_21,c1ccc2oncc2c1,Base_0,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,Pd_1,O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)),Product_1988,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(Cl)cc1.Cc1ccc(N)cc1.O=S(=O)(C(F)(F)F)(O[Pd]9(<-P(c1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C)(C1CCCCC1)C1CCCCC1)(<-[NH2]C8C=CC=CC=8C8C=CC=CC9=8)).c1ccc2oncc2c1.CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C>>Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,16.76617673,"((7,), (5,))","((6,), (5,))",8
