,Reactant1_name,Reactant1_smi,Reactant2_name,Reactant2_smi,Base_name,Base_smi,Solvent_name,Solvent_smi,Pd_catalyst_name,Pd_catalyst_smi,Product_name,Product_smi,rxn,Output,React_sites_R1_R2,Prod_sites,Pd_site
1449,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_0,O[Na],Solvent_3,CO,Pd_9,c1ccc(P2(c3ccccc3)->[Pd]<-P(c3ccccc3)(c3ccccc3)C34C5C6C7C3[Fe]6754389%10C4C3C8C29C4%10)cc1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.c1ccc(P2(c3ccccc3)->[Pd]<-P(c3ccccc3)(c3ccccc3)C34C5C6C7C3[Fe]6754389%10C4C3C8C29C4%10)cc1.O[Na].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.915721069675891,"((11,), (15,))","((16,), (15,))",11
1450,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_0,O[Na],Solvent_3,CO,Pd_10,CC1(C)c2cccc3c2Oc2c1cccc2P(c1ccccc1)(c1ccccc1)->[Pd]<-P3(c1ccccc1)c1ccccc1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC1(C)c2cccc3c2Oc2c1cccc2P(c1ccccc1)(c1ccccc1)->[Pd]<-P3(c1ccccc1)c1ccccc1.O[Na].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.8259292576190851,"((11,), (15,))","((16,), (15,))",29
1451,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_0,O[Na],Solvent_3,CO,Pd_11,CC(=O)O->[Pd]<-OC(C)=O,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC(=O)O->[Pd]<-OC(C)=O.O[Na].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.900532939247157,"((11,), (15,))","((16,), (15,))",4
1452,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_3,CO,Pd_0,CC(C)(C)P(->[Pd])(C(C)(C)C)C(C)(C)C,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC(C)(C)P(->[Pd])(C(C)(C)C)C(C)(C)C.O=C(O)O[Na].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.717176779733418,"((11,), (15,))","((16,), (15,))",5
1453,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_3,CO,Pd_1,[Pd]<-P(c1ccccc1)(c1ccccc1)c1ccccc1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.[Pd]<-P(c1ccccc1)(c1ccccc1)c1ccccc1.O=C(O)O[Na].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.9381576018208391,"((11,), (15,))","((16,), (15,))",0
1454,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_3,CO,Pd_2,CN(C)c1ccc(P(->[Pd])(C(C)(C)C)C(C)(C)C)cc1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CN(C)c1ccc(P(->[Pd])(C(C)(C)C)C(C)(C)C)cc1.O=C(O)O[Na].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.9251650386036501,"((11,), (15,))","((16,), (15,))",8
1455,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_3,CO,Pd_3,[Pd]<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.[Pd]<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1.O=C(O)O[Na].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.924342451564313,"((11,), (15,))","((16,), (15,))",0
1456,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_3,CO,Pd_4,Cc1ccccc1P(->[Pd])(c1ccccc1C)c1ccccc1C,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.Cc1ccccc1P(->[Pd])(c1ccccc1C)c1ccccc1C.O=C(O)O[Na].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.910793941748596,"((11,), (15,))","((16,), (15,))",8
1457,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_3,CO,Pd_5,CCCCP(->[Pd])(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CCCCP(->[Pd])(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.O=C(O)O[Na].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.931337812573883,"((11,), (15,))","((16,), (15,))",5
1458,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_3,CO,Pd_6,COc1cccc(OC)c1-c1ccccc1P(->[Pd])(C1CCCCC1)C1CCCCC1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.COc1cccc(OC)c1-c1ccccc1P(->[Pd])(C1CCCCC1)C1CCCCC1.O=C(O)O[Na].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.866268166767732,"((11,), (15,))","((16,), (15,))",17
1459,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_3,CO,Pd_7,CC(C)(C)P1(C(C)(C)C)->[Pd]<-P(C(C)(C)C)(C(C)(C)C)C23C4C5C6C2[Fe]56432789C3C2C7C18C39,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC(C)(C)P1(C(C)(C)C)->[Pd]<-P(C(C)(C)C)(C(C)(C)C)C23C4C5C6C2[Fe]56432789C3C2C7C18C39.O=C(O)O[Na].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.75006723547921,"((11,), (15,))","((16,), (15,))",9
1460,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_3,CO,Pd_8,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C2CCCCC2)C2CCCCC2)c(C(C)C)c1.O=C(O)O[Na].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.863627571903601,"((11,), (15,))","((16,), (15,))",17
1461,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_3,CO,Pd_9,c1ccc(P2(c3ccccc3)->[Pd]<-P(c3ccccc3)(c3ccccc3)C34C5C6C7C3[Fe]6754389%10C4C3C8C29C4%10)cc1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.c1ccc(P2(c3ccccc3)->[Pd]<-P(c3ccccc3)(c3ccccc3)C34C5C6C7C3[Fe]6754389%10C4C3C8C29C4%10)cc1.O=C(O)O[Na].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.8962856033496951,"((11,), (15,))","((16,), (15,))",11
1462,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_3,CO,Pd_10,CC1(C)c2cccc3c2Oc2c1cccc2P(c1ccccc1)(c1ccccc1)->[Pd]<-P3(c1ccccc1)c1ccccc1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC1(C)c2cccc3c2Oc2c1cccc2P(c1ccccc1)(c1ccccc1)->[Pd]<-P3(c1ccccc1)c1ccccc1.O=C(O)O[Na].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.536163430073465,"((11,), (15,))","((16,), (15,))",29
1463,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_1,O=C(O)O[Na],Solvent_3,CO,Pd_11,CC(=O)O->[Pd]<-OC(C)=O,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC(=O)O->[Pd]<-OC(C)=O.O=C(O)O[Na].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.888005918484547,"((11,), (15,))","((16,), (15,))",4
1464,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_3,CO,Pd_0,CC(C)(C)P(->[Pd])(C(C)(C)C)C(C)(C)C,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC(C)(C)P(->[Pd])(C(C)(C)C)C(C)(C)C.F[Cs].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.759145045329842,"((11,), (15,))","((16,), (15,))",5
1465,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_3,CO,Pd_1,[Pd]<-P(c1ccccc1)(c1ccccc1)c1ccccc1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.[Pd]<-P(c1ccccc1)(c1ccccc1)c1ccccc1.F[Cs].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.892862717770382,"((11,), (15,))","((16,), (15,))",0
1466,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_3,CO,Pd_2,CN(C)c1ccc(P(->[Pd])(C(C)(C)C)C(C)(C)C)cc1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CN(C)c1ccc(P(->[Pd])(C(C)(C)C)C(C)(C)C)cc1.F[Cs].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.857602869331088,"((11,), (15,))","((16,), (15,))",8
1467,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_3,CO,Pd_3,[Pd]<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.[Pd]<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1.F[Cs].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.880054742215321,"((11,), (15,))","((16,), (15,))",0
1468,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_3,CO,Pd_4,Cc1ccccc1P(->[Pd])(c1ccccc1C)c1ccccc1C,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.Cc1ccccc1P(->[Pd])(c1ccccc1C)c1ccccc1C.F[Cs].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.886040493446914,"((11,), (15,))","((16,), (15,))",8
1469,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_3,CO,Pd_5,CCCCP(->[Pd])(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CCCCP(->[Pd])(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.F[Cs].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.903935587402495,"((11,), (15,))","((16,), (15,))",5
1470,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_3,CO,Pd_6,COc1cccc(OC)c1-c1ccccc1P(->[Pd])(C1CCCCC1)C1CCCCC1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.COc1cccc(OC)c1-c1ccccc1P(->[Pd])(C1CCCCC1)C1CCCCC1.F[Cs].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.65603575095592,"((11,), (15,))","((16,), (15,))",17
1471,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_3,CO,Pd_7,CC(C)(C)P1(C(C)(C)C)->[Pd]<-P(C(C)(C)C)(C(C)(C)C)C23C4C5C6C2[Fe]56432789C3C2C7C18C39,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC(C)(C)P1(C(C)(C)C)->[Pd]<-P(C(C)(C)C)(C(C)(C)C)C23C4C5C6C2[Fe]56432789C3C2C7C18C39.F[Cs].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.6745045013808431,"((11,), (15,))","((16,), (15,))",9
1472,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_3,CO,Pd_8,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C2CCCCC2)C2CCCCC2)c(C(C)C)c1.F[Cs].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.7771720415121279,"((11,), (15,))","((16,), (15,))",17
1473,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_3,CO,Pd_9,c1ccc(P2(c3ccccc3)->[Pd]<-P(c3ccccc3)(c3ccccc3)C34C5C6C7C3[Fe]6754389%10C4C3C8C29C4%10)cc1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.c1ccc(P2(c3ccccc3)->[Pd]<-P(c3ccccc3)(c3ccccc3)C34C5C6C7C3[Fe]6754389%10C4C3C8C29C4%10)cc1.F[Cs].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.8298796325007111,"((11,), (15,))","((16,), (15,))",11
1474,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_3,CO,Pd_10,CC1(C)c2cccc3c2Oc2c1cccc2P(c1ccccc1)(c1ccccc1)->[Pd]<-P3(c1ccccc1)c1ccccc1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC1(C)c2cccc3c2Oc2c1cccc2P(c1ccccc1)(c1ccccc1)->[Pd]<-P3(c1ccccc1)c1ccccc1.F[Cs].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.323170389016353,"((11,), (15,))","((16,), (15,))",29
1475,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_2,F[Cs],Solvent_3,CO,Pd_11,CC(=O)O->[Pd]<-OC(C)=O,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC(=O)O->[Pd]<-OC(C)=O.F[Cs].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.750749609442436,"((11,), (15,))","((16,), (15,))",4
1476,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_3,O=P(O[K])(O[K])O[K],Solvent_3,CO,Pd_0,CC(C)(C)P(->[Pd])(C(C)(C)C)C(C)(C)C,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CC(C)(C)P(->[Pd])(C(C)(C)C)C(C)(C)C.O=P(O[K])(O[K])O[K].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.912878952800186,"((11,), (15,))","((16,), (15,))",5
1477,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_3,O=P(O[K])(O[K])O[K],Solvent_3,CO,Pd_1,[Pd]<-P(c1ccccc1)(c1ccccc1)c1ccccc1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.[Pd]<-P(c1ccccc1)(c1ccccc1)c1ccccc1.O=P(O[K])(O[K])O[K].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.967376643226456,"((11,), (15,))","((16,), (15,))",0
1478,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_3,O=P(O[K])(O[K])O[K],Solvent_3,CO,Pd_2,CN(C)c1ccc(P(->[Pd])(C(C)(C)C)C(C)(C)C)cc1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CN(C)c1ccc(P(->[Pd])(C(C)(C)C)C(C)(C)C)cc1.O=P(O[K])(O[K])O[K].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.928242218597128,"((11,), (15,))","((16,), (15,))",8
1479,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_3,O=P(O[K])(O[K])O[K],Solvent_3,CO,Pd_3,[Pd]<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.[Pd]<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1.O=P(O[K])(O[K])O[K].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.962965551611922,"((11,), (15,))","((16,), (15,))",0
1480,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_3,O=P(O[K])(O[K])O[K],Solvent_3,CO,Pd_4,Cc1ccccc1P(->[Pd])(c1ccccc1C)c1ccccc1C,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.Cc1ccccc1P(->[Pd])(c1ccccc1C)c1ccccc1C.O=P(O[K])(O[K])O[K].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.937275077399634,"((11,), (15,))","((16,), (15,))",8
1481,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_3,O=P(O[K])(O[K])O[K],Solvent_3,CO,Pd_5,CCCCP(->[Pd])(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.CCCCP(->[Pd])(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.O=P(O[K])(O[K])O[K].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.953713771253362,"((11,), (15,))","((16,), (15,))",5
1482,Reactant1_3,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1,Reactant2_0,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Base_3,O=P(O[K])(O[K])O[K],Solvent_3,CO,Pd_6,COc1cccc(OC)c1-c1ccccc1P(->[Pd])(C1CCCCC1)C1CCCCC1,Product_0,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,CCc1cccc(CC)c1.Ic1ccc2ncccc2c1.Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O.COc1cccc(OC)c1-c1ccccc1P(->[Pd])(C1CCCCC1)C1CCCCC1.O=P(O[K])(O[K])O[K].CO>>Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,0.9137383362616499,"((11,), (15,))","((16,), (15,))",17
