,Imine_name,Imine_smi,Thiol_name,Thiol_smi,Catalyst_name,Catalyst_smi,Product_name,Product_smi,rxn,Output,React_sites_I_T,Prod_sites,P_site
298,Imine_2,O=C(/N=C/c1cccc2ccccc12)c1ccccc1,Thiol_3,CCS,Catalyst_42,O=P1(O)Oc2c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc3ccccc3c2-c2c(c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc3ccccc23)O1,Product_Imine_2_Thiol_3,CCS/C(=N\C(=O)c1ccccc1)c1cccc2ccccc12,O=C(/N=C/c1cccc2ccccc12)c1ccccc1.CCS.O=P1(O)Oc2c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc3ccccc3c2-c2c(c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc3ccccc23)O1>>CCS/C(=N\C(=O)c1ccccc1)c1cccc2ccccc12,0.302504127,"((3,), (2,))","((3,), (2,))",1
299,Imine_4,O=C(/N=C/c1ccccc1)c1ccccc1,Thiol_3,CCS,Catalyst_23,COc1cccc(OC)c1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3c(OC)cccc3OC)cc3ccccc3c1-2,Product_Imine_4_Thiol_3,CCS/C(=N\C(=O)c1ccccc1)c1ccccc1,O=C(/N=C/c1ccccc1)c1ccccc1.CCS.COc1cccc(OC)c1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3c(OC)cccc3OC)cc3ccccc3c1-2>>CCS/C(=N\C(=O)c1ccccc1)c1ccccc1,1.268975128,"((3,), (2,))","((3,), (2,))",21
300,Imine_3,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1,Thiol_2,Sc1ccccc1,Catalyst_0,O=P1(O)Oc2c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc3c2-c2c(c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc23)O1,Product_Imine_3_Thiol_2,O=C(/N=C(\Sc1ccccc1)c1ccc(C(F)(F)F)cc1)c1ccccc1,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1.Sc1ccccc1.O=P1(O)Oc2c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc3c2-c2c(c(-c3c(C4CCCCC4)cc(C4CCCCC4)cc3C3CCCCC3)cc3ccccc23)O1>>O=C(/N=C(\Sc1ccccc1)c1ccc(C(F)(F)F)cc1)c1ccccc1,3.134624572,"((3,), (0,))","((3,), (4,))",1
301,Imine_1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1,Thiol_0,Cc1ccccc1S,Catalyst_18,O=P1(O)Oc2c(Cc3ccc(C(F)(F)F)cc3C(F)(F)F)cc3ccccc3c2-c2c(c(Cc3ccc(C(F)(F)F)cc3C(F)(F)F)cc3ccccc23)O1,Product_Imine_1_Thiol_0,COc1ccc(/C(=N/C(=O)c2ccccc2)Sc2ccccc2C)cc1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1.Cc1ccccc1S.O=P1(O)Oc2c(Cc3ccc(C(F)(F)F)cc3C(F)(F)F)cc3ccccc3c2-c2c(c(Cc3ccc(C(F)(F)F)cc3C(F)(F)F)cc3ccccc23)O1>>COc1ccc(/C(=N/C(=O)c2ccccc2)Sc2ccccc2C)cc1,0.166908496,"((6,), (7,))","((6,), (16,))",1
302,Imine_4,O=C(/N=C/c1ccccc1)c1ccccc1,Thiol_3,CCS,Catalyst_7,CC(C)(C)c1cc(-c2cc3c(c4c2OP(=O)(O)Oc2c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)cc5c(c2-4)CCCC5)CCCC3)cc(C(C)(C)C)c1,Product_Imine_4_Thiol_3,CCS/C(=N\C(=O)c1ccccc1)c1ccccc1,O=C(/N=C/c1ccccc1)c1ccccc1.CCS.CC(C)(C)c1cc(-c2cc3c(c4c2OP(=O)(O)Oc2c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)cc5c(c2-4)CCCC5)CCCC3)cc(C(C)(C)C)c1>>CCS/C(=N\C(=O)c1ccccc1)c1ccccc1,0.559297578,"((3,), (2,))","((3,), (2,))",14
303,Imine_1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1,Thiol_4,SC1CCCCC1,Catalyst_8,CC(C)c1cc(-c2ccc(C(C)(C)C)cc2)cc(C(C)C)c1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3c(C(C)C)cc(-c4ccc(C(C)(C)C)cc4)cc3C(C)C)cc3ccccc3c1-2,Product_Imine_1_Thiol_4,COc1ccc(/C(=N/C(=O)c2ccccc2)SC2CCCCC2)cc1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1.SC1CCCCC1.CC(C)c1cc(-c2ccc(C(C)(C)C)cc2)cc(C(C)C)c1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3c(C(C)C)cc(-c4ccc(C(C)(C)C)cc4)cc3C(C)C)cc3ccccc3c1-2>>COc1ccc(/C(=N/C(=O)c2ccccc2)SC2CCCCC2)cc1,1.301167112,"((6,), (0,))","((6,), (16,))",33
304,Imine_0,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1,Thiol_1,COc1ccc(S)cc1,Catalyst_42,O=P1(O)Oc2c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc3ccccc3c2-c2c(c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc3ccccc23)O1,Product_Imine_0_Thiol_1,COc1ccc(S/C(=N\C(=O)c2ccccc2)c2ccc(Cl)cc2Cl)cc1,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1.COc1ccc(S)cc1.O=P1(O)Oc2c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc3ccccc3c2-c2c(c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc3ccccc23)O1>>COc1ccc(S/C(=N\C(=O)c2ccccc2)c2ccc(Cl)cc2Cl)cc1,0.878113519,"((3,), (6,))","((7,), (6,))",1
305,Imine_0,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1,Thiol_2,Sc1ccccc1,Catalyst_19,Cc1ccc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4ccc(C)cc4)cc4ccccc4c2-3)cc1,Product_Imine_0_Thiol_2,O=C(/N=C(\Sc1ccccc1)c1ccc(Cl)cc1Cl)c1ccccc1,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1.Sc1ccccc1.Cc1ccc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4ccc(C)cc4)cc4ccccc4c2-3)cc1>>O=C(/N=C(\Sc1ccccc1)c1ccc(Cl)cc1Cl)c1ccccc1,1.17989059,"((3,), (0,))","((3,), (4,))",16
306,Imine_2,O=C(/N=C/c1cccc2ccccc12)c1ccccc1,Thiol_0,Cc1ccccc1S,Catalyst_21,O=P1(O)Oc2c(-c3ccc(C4CCCCC4)cc3)cc3c(c2-c2c4c(cc(-c5ccc(C6CCCCC6)cc5)c2O1)CCCC4)CCCC3,Product_Imine_2_Thiol_0,Cc1ccccc1S/C(=N\C(=O)c1ccccc1)c1cccc2ccccc12,O=C(/N=C/c1cccc2ccccc12)c1ccccc1.Cc1ccccc1S.O=P1(O)Oc2c(-c3ccc(C4CCCCC4)cc3)cc3c(c2-c2c4c(cc(-c5ccc(C6CCCCC6)cc5)c2O1)CCCC4)CCCC3>>Cc1ccccc1S/C(=N\C(=O)c1ccccc1)c1cccc2ccccc12,1.17989059,"((3,), (7,))","((8,), (7,))",1
307,Imine_1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1,Thiol_4,SC1CCCCC1,Catalyst_41,Cc1cc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4cc(C)c(OC(C)C)c(C)c4)cc4ccccc4c2-3)cc(C)c1OC(C)C,Product_Imine_1_Thiol_4,COc1ccc(/C(=N/C(=O)c2ccccc2)SC2CCCCC2)cc1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1.SC1CCCCC1.Cc1cc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4cc(C)c(OC(C)C)c(C)c4)cc4ccccc4c2-3)cc(C)c1OC(C)C>>COc1ccc(/C(=N/C(=O)c2ccccc2)SC2CCCCC2)cc1,0.5302345,"((6,), (0,))","((6,), (16,))",15
308,Imine_3,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1,Thiol_1,COc1ccc(S)cc1,Catalyst_6,O=P1(O)Oc2c(-c3ccc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc3)cc3ccccc3c2-c2c(c(-c3ccc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc3)cc3ccccc23)O1,Product_Imine_3_Thiol_1,COc1ccc(S/C(=N\C(=O)c2ccccc2)c2ccc(C(F)(F)F)cc2)cc1,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1.COc1ccc(S)cc1.O=P1(O)Oc2c(-c3ccc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc3)cc3ccccc3c2-c2c(c(-c3ccc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc3)cc3ccccc23)O1>>COc1ccc(S/C(=N\C(=O)c2ccccc2)c2ccc(C(F)(F)F)cc2)cc1,0.715545793,"((3,), (6,))","((7,), (6,))",1
309,Imine_2,O=C(/N=C/c1cccc2ccccc12)c1ccccc1,Thiol_1,COc1ccc(S)cc1,Catalyst_10,O=P1(O)Oc2c(Br)cc3c(c2-c2c4c(cc(Br)c2O1)CCCC4)CCCC3,Product_Imine_2_Thiol_1,COc1ccc(S/C(=N\C(=O)c2ccccc2)c2cccc3ccccc23)cc1,O=C(/N=C/c1cccc2ccccc12)c1ccccc1.COc1ccc(S)cc1.O=P1(O)Oc2c(Br)cc3c(c2-c2c4c(cc(Br)c2O1)CCCC4)CCCC3>>COc1ccc(S/C(=N\C(=O)c2ccccc2)c2cccc3ccccc23)cc1,0.166908496,"((3,), (6,))","((7,), (6,))",1
310,Imine_4,O=C(/N=C/c1ccccc1)c1ccccc1,Thiol_3,CCS,Catalyst_19,Cc1ccc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4ccc(C)cc4)cc4ccccc4c2-3)cc1,Product_Imine_4_Thiol_3,CCS/C(=N\C(=O)c1ccccc1)c1ccccc1,O=C(/N=C/c1ccccc1)c1ccccc1.CCS.Cc1ccc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4ccc(C)cc4)cc4ccccc4c2-3)cc1>>CCS/C(=N\C(=O)c1ccccc1)c1ccccc1,0.650583556,"((3,), (2,))","((3,), (2,))",16
311,Imine_4,O=C(/N=C/c1ccccc1)c1ccccc1,Thiol_3,CCS,Catalyst_24,CC(C)c1cc(C(C)C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc4ccccc4c2-3)c(C(C)C)c1,Product_Imine_4_Thiol_3,CCS/C(=N\C(=O)c1ccccc1)c1ccccc1,O=C(/N=C/c1ccccc1)c1ccccc1.CCS.CC(C)c1cc(C(C)C)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc4ccccc4c2-3)c(C(C)C)c1>>CCS/C(=N\C(=O)c1ccccc1)c1ccccc1,1.743657522,"((3,), (2,))","((3,), (2,))",21
312,Imine_0,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1,Thiol_4,SC1CCCCC1,Catalyst_29,CCOc1ccc(C)cc1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3cc(C)ccc3OCC)cc3ccccc3c1-2,Product_Imine_0_Thiol_4,O=C(/N=C(\SC1CCCCC1)c1ccc(Cl)cc1Cl)c1ccccc1,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1.SC1CCCCC1.CCOc1ccc(C)cc1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3cc(C)ccc3OCC)cc3ccccc3c1-2>>O=C(/N=C(\SC1CCCCC1)c1ccc(Cl)cc1Cl)c1ccccc1,1.17989059,"((3,), (0,))","((3,), (4,))",21
313,Imine_3,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1,Thiol_0,Cc1ccccc1S,Catalyst_9,CC(C)(C)c1ccc([Si](c2ccc(C(C)(C)C)cc2)(c2ccc(C(C)(C)C)cc2)c2cc3c(c4c2OP(=O)(O)Oc2c([Si](c5ccc(C(C)(C)C)cc5)(c5ccc(C(C)(C)C)cc5)c5ccc(C(C)(C)C)cc5)cc5c(c2-4)CCCC5)CCCC3)cc1,Product_Imine_3_Thiol_0,Cc1ccccc1S/C(=N\C(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1.Cc1ccccc1S.CC(C)(C)c1ccc([Si](c2ccc(C(C)(C)C)cc2)(c2ccc(C(C)(C)C)cc2)c2cc3c(c4c2OP(=O)(O)Oc2c([Si](c5ccc(C(C)(C)C)cc5)(c5ccc(C(C)(C)C)cc5)c5ccc(C(C)(C)C)cc5)cc5c(c2-4)CCCC5)CCCC3)cc1>>Cc1ccccc1S/C(=N\C(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,0.0,"((3,), (7,))","((8,), (7,))",36
314,Imine_3,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1,Thiol_0,Cc1ccccc1S,Catalyst_20,O=P1(O)Oc2c(-c3ccc(S(F)(F)(F)(F)F)cc3)cc3ccccc3c2-c2c(c(-c3ccc(S(F)(F)(F)(F)F)cc3)cc3ccccc23)O1,Product_Imine_3_Thiol_0,Cc1ccccc1S/C(=N\C(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1.Cc1ccccc1S.O=P1(O)Oc2c(-c3ccc(S(F)(F)(F)(F)F)cc3)cc3ccccc3c2-c2c(c(-c3ccc(S(F)(F)(F)(F)F)cc3)cc3ccccc23)O1>>Cc1ccccc1S/C(=N\C(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,1.301167112,"((3,), (7,))","((8,), (7,))",1
315,Imine_4,O=C(/N=C/c1ccccc1)c1ccccc1,Thiol_3,CCS,Catalyst_1,Cc1cc(C)c(-c2cc(-c3cc4c(c5c3OP(=O)(O)Oc3c(-c6cc(-c7c(C)cc(C)cc7C)cc(-c7c(C)cc(C)cc7C)c6)cc6c(c3-5)CCCC6)CCCC4)cc(-c3c(C)cc(C)cc3C)c2)c(C)c1,Product_Imine_4_Thiol_3,CCS/C(=N\C(=O)c1ccccc1)c1ccccc1,O=C(/N=C/c1ccccc1)c1ccccc1.CCS.Cc1cc(C)c(-c2cc(-c3cc4c(c5c3OP(=O)(O)Oc3c(-c6cc(-c7c(C)cc(C)cc7C)cc(-c7c(C)cc(C)cc7C)c6)cc6c(c3-5)CCCC6)CCCC4)cc(-c3c(C)cc(C)cc3C)c2)c(C)c1>>CCS/C(=N\C(=O)c1ccccc1)c1ccccc1,0.589002233,"((3,), (2,))","((3,), (2,))",16
316,Imine_3,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1,Thiol_4,SC1CCCCC1,Catalyst_31,O=P1(O)Oc2c(-c3c4ccccc4c(-c4ccc5ccccc5c4)c4ccccc34)cc3ccccc3c2-c2c(c(-c3c4ccccc4c(-c4ccc5ccccc5c4)c4ccccc34)cc3ccccc23)O1,Product_Imine_3_Thiol_4,O=C(/N=C(\SC1CCCCC1)c1ccc(C(F)(F)F)cc1)c1ccccc1,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1.SC1CCCCC1.O=P1(O)Oc2c(-c3c4ccccc4c(-c4ccc5ccccc5c4)c4ccccc34)cc3ccccc3c2-c2c(c(-c3c4ccccc4c(-c4ccc5ccccc5c4)c4ccccc34)cc3ccccc23)O1>>O=C(/N=C(\SC1CCCCC1)c1ccc(C(F)(F)F)cc1)c1ccccc1,1.301167112,"((3,), (0,))","((3,), (4,))",1
317,Imine_1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1,Thiol_2,Sc1ccccc1,Catalyst_40,O=P1(O)Oc2c([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc3c(c2-c2c4c(cc([Si](c5ccccc5)(c5ccccc5)c5ccccc5)c2O1)CCCC4)CCCC3,Product_Imine_1_Thiol_2,COc1ccc(/C(=N/C(=O)c2ccccc2)Sc2ccccc2)cc1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1.Sc1ccccc1.O=P1(O)Oc2c([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc3c(c2-c2c4c(cc([Si](c5ccccc5)(c5ccccc5)c5ccccc5)c2O1)CCCC4)CCCC3>>COc1ccc(/C(=N/C(=O)c2ccccc2)Sc2ccccc2)cc1,0.240111033,"((6,), (0,))","((6,), (16,))",1
318,Imine_2,O=C(/N=C/c1cccc2ccccc12)c1ccccc1,Thiol_1,COc1ccc(S)cc1,Catalyst_25,COc1ccc(Cc2cc3c(c4c2OP(=O)(O)Oc2c(Cc5ccc(OC)cc5)cc5c(c2-4)CCCC5)CCCC3)cc1,Product_Imine_2_Thiol_1,COc1ccc(S/C(=N\C(=O)c2ccccc2)c2cccc3ccccc23)cc1,O=C(/N=C/c1cccc2ccccc12)c1ccccc1.COc1ccc(S)cc1.COc1ccc(Cc2cc3c(c4c2OP(=O)(O)Oc2c(Cc5ccc(OC)cc5)cc5c(c2-4)CCCC5)CCCC3)cc1>>COc1ccc(S/C(=N\C(=O)c2ccccc2)c2cccc3ccccc23)cc1,0.191142101,"((3,), (6,))","((7,), (6,))",14
319,Imine_1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1,Thiol_0,Cc1ccccc1S,Catalyst_8,CC(C)c1cc(-c2ccc(C(C)(C)C)cc2)cc(C(C)C)c1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3c(C(C)C)cc(-c4ccc(C(C)(C)C)cc4)cc3C(C)C)cc3ccccc3c1-2,Product_Imine_1_Thiol_0,COc1ccc(/C(=N/C(=O)c2ccccc2)Sc2ccccc2C)cc1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1.Cc1ccccc1S.CC(C)c1cc(-c2ccc(C(C)(C)C)cc2)cc(C(C)C)c1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3c(C(C)C)cc(-c4ccc(C(C)(C)C)cc4)cc3C(C)C)cc3ccccc3c1-2>>COc1ccc(/C(=N/C(=O)c2ccccc2)Sc2ccccc2C)cc1,3.134624572,"((6,), (7,))","((6,), (16,))",33
320,Imine_1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1,Thiol_3,CCS,Catalyst_36,O=P1(O)Oc2c(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc3c(c2-c2c4c(cc(Cc5cc(C(F)(F)F)cc(C(F)(F)F)c5)c2O1)CCCC4)CCCC3,Product_Imine_1_Thiol_3,CCS/C(=N\C(=O)c1ccccc1)c1ccc(OC)cc1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1.CCS.O=P1(O)Oc2c(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc3c(c2-c2c4c(cc(Cc5cc(C(F)(F)F)cc(C(F)(F)F)c5)c2O1)CCCC4)CCCC3>>CCS/C(=N\C(=O)c1ccccc1)c1ccc(OC)cc1,-0.289903935,"((6,), (2,))","((3,), (2,))",1
321,Imine_4,O=C(/N=C/c1ccccc1)c1ccccc1,Thiol_4,SC1CCCCC1,Catalyst_19,Cc1ccc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4ccc(C)cc4)cc4ccccc4c2-3)cc1,Product_Imine_4_Thiol_4,O=C(/N=C(\SC1CCCCC1)c1ccccc1)c1ccccc1,O=C(/N=C/c1ccccc1)c1ccccc1.SC1CCCCC1.Cc1ccc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4ccc(C)cc4)cc4ccccc4c2-3)cc1>>O=C(/N=C(\SC1CCCCC1)c1ccccc1)c1ccccc1,0.820945045,"((3,), (0,))","((3,), (4,))",16
322,Imine_4,O=C(/N=C/c1ccccc1)c1ccccc1,Thiol_3,CCS,Catalyst_25,COc1ccc(Cc2cc3c(c4c2OP(=O)(O)Oc2c(Cc5ccc(OC)cc5)cc5c(c2-4)CCCC5)CCCC3)cc1,Product_Imine_4_Thiol_3,CCS/C(=N\C(=O)c1ccccc1)c1ccccc1,O=C(/N=C/c1ccccc1)c1ccccc1.CCS.COc1ccc(Cc2cc3c(c4c2OP(=O)(O)Oc2c(Cc5ccc(OC)cc5)cc5c(c2-4)CCCC5)CCCC3)cc1>>CCS/C(=N\C(=O)c1ccccc1)c1ccccc1,-0.142812956,"((3,), (2,))","((3,), (2,))",14
323,Imine_0,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1,Thiol_0,Cc1ccccc1S,Catalyst_12,COc1cc(F)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(F)cc(OC)cc4F)cc4ccccc4c2-3)c(F)c1,Product_Imine_0_Thiol_0,Cc1ccccc1S/C(=N\C(=O)c1ccccc1)c1ccc(Cl)cc1Cl,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1.Cc1ccccc1S.COc1cc(F)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(F)cc(OC)cc4F)cc4ccccc4c2-3)c(F)c1>>Cc1ccccc1S/C(=N\C(=O)c1ccccc1)c1ccc(Cl)cc1Cl,1.531802956,"((3,), (7,))","((8,), (7,))",18
324,Imine_1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1,Thiol_4,SC1CCCCC1,Catalyst_23,COc1cccc(OC)c1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3c(OC)cccc3OC)cc3ccccc3c1-2,Product_Imine_1_Thiol_4,COc1ccc(/C(=N/C(=O)c2ccccc2)SC2CCCCC2)cc1,COc1ccc(/C=N/C(=O)c2ccccc2)cc1.SC1CCCCC1.COc1cccc(OC)c1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3c(OC)cccc3OC)cc3ccccc3c1-2>>COc1ccc(/C(=N/C(=O)c2ccccc2)SC2CCCCC2)cc1,1.370103771,"((6,), (0,))","((6,), (16,))",21
325,Imine_4,O=C(/N=C/c1ccccc1)c1ccccc1,Thiol_2,Sc1ccccc1,Catalyst_35,CC(C)(C)c1cc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)cc4ccccc4c2-3)cc(C(C)(C)C)c1,Product_Imine_4_Thiol_2,O=C(/N=C(\Sc1ccccc1)c1ccccc1)c1ccccc1,O=C(/N=C/c1ccccc1)c1ccccc1.Sc1ccccc1.CC(C)(C)c1cc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)cc4ccccc4c2-3)cc(C(C)(C)C)c1>>O=C(/N=C(\Sc1ccccc1)c1ccccc1)c1ccccc1,1.531802956,"((3,), (0,))","((3,), (4,))",18
326,Imine_0,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1,Thiol_1,COc1ccc(S)cc1,Catalyst_34,O=P1(O)Oc2c(-c3c4ccccc4cc4ccccc34)cc3ccccc3c2-c2c(c(-c3c4ccccc4cc4ccccc34)cc3ccccc23)O1,Product_Imine_0_Thiol_1,COc1ccc(S/C(=N\C(=O)c2ccccc2)c2ccc(Cl)cc2Cl)cc1,O=C(/N=C/c1ccc(Cl)cc1Cl)c1ccccc1.COc1ccc(S)cc1.O=P1(O)Oc2c(-c3c4ccccc4cc4ccccc34)cc3ccccc3c2-c2c(c(-c3c4ccccc4cc4ccccc34)cc3ccccc23)O1>>COc1ccc(S/C(=N\C(=O)c2ccccc2)c2ccc(Cl)cc2Cl)cc1,1.743657522,"((3,), (6,))","((7,), (6,))",1
327,Imine_4,O=C(/N=C/c1ccccc1)c1ccccc1,Thiol_1,COc1ccc(S)cc1,Catalyst_13,COc1ccc(-c2cc(-c3ccc(OC)cc3)cc(-c3cc4ccccc4c4c3OP(=O)(O)Oc3c(-c5cc(-c6ccc(OC)cc6)cc(-c6ccc(OC)cc6)c5)cc5ccccc5c3-4)c2)cc1,Product_Imine_4_Thiol_1,COc1ccc(S/C(=N\C(=O)c2ccccc2)c2ccccc2)cc1,O=C(/N=C/c1ccccc1)c1ccccc1.COc1ccc(S)cc1.COc1ccc(-c2cc(-c3ccc(OC)cc3)cc(-c3cc4ccccc4c4c3OP(=O)(O)Oc3c(-c5cc(-c6ccc(OC)cc6)cc(-c6ccc(OC)cc6)c5)cc5ccccc5c3-4)c2)cc1>>COc1ccc(S/C(=N\C(=O)c2ccccc2)c2ccccc2)cc1,1.17989059,"((3,), (6,))","((7,), (6,))",30
328,Imine_4,O=C(/N=C/c1ccccc1)c1ccccc1,Thiol_0,Cc1ccccc1S,Catalyst_29,CCOc1ccc(C)cc1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3cc(C)ccc3OCC)cc3ccccc3c1-2,Product_Imine_4_Thiol_0,Cc1ccccc1S/C(=N\C(=O)c1ccccc1)c1ccccc1,O=C(/N=C/c1ccccc1)c1ccccc1.Cc1ccccc1S.CCOc1ccc(C)cc1-c1cc2ccccc2c2c1OP(=O)(O)Oc1c(-c3cc(C)ccc3OCC)cc3ccccc3c1-2>>Cc1ccccc1S/C(=N\C(=O)c1ccccc1)c1ccccc1,1.882001124,"((3,), (7,))","((8,), (7,))",21
329,Imine_3,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1,Thiol_2,Sc1ccccc1,Catalyst_15,COCc1cccc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4cccc(COC)c4)cc4ccccc4c2-3)c1,Product_Imine_3_Thiol_2,O=C(/N=C(\Sc1ccccc1)c1ccc(C(F)(F)F)cc1)c1ccccc1,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1.Sc1ccccc1.COCc1cccc(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4cccc(COC)c4)cc4ccccc4c2-3)c1>>O=C(/N=C(\Sc1ccccc1)c1ccc(C(F)(F)F)cc1)c1ccccc1,1.17989059,"((3,), (0,))","((3,), (4,))",19
330,Imine_3,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1,Thiol_3,CCS,Catalyst_12,COc1cc(F)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(F)cc(OC)cc4F)cc4ccccc4c2-3)c(F)c1,Product_Imine_3_Thiol_3,CCS/C(=N\C(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,O=C(/N=C/c1ccc(C(F)(F)F)cc1)c1ccccc1.CCS.COc1cc(F)c(-c2cc3ccccc3c3c2OP(=O)(O)Oc2c(-c4c(F)cc(OC)cc4F)cc4ccccc4c2-3)c(F)c1>>CCS/C(=N\C(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,1.074990526,"((3,), (2,))","((3,), (2,))",18
