,Arene_name,Arene_smi,Radical_name,Radical_smi,Product_name,Product_smi,rxn,Output,React_sites_Ar_R,Prod_sites
455,Arene_7,CC(C)(C)c1cc[nH]c1,Radical_2,F[C](F)F,Product-Ar7-R2-P455,CC(C)(C)c1cc[nH]c1C(F)(F)F,CC(C)(C)c1cc[nH]c1.F[C](F)F>>CC(C)(C)c1cc[nH]c1C(F)(F)F,6.4,"((8,), (1,))","((8,), (9,))"
456,Arene_8,FC(F)(F)c1cccs1,Radical_2,F[C](F)F,Product-Ar8-R2-P456,FC(F)(F)c1ccc(C(F)(F)F)s1,FC(F)(F)c1cccs1.F[C](F)F>>FC(F)(F)c1ccc(C(F)(F)F)s1,9.7,"((7,), (1,))","((7,), (1,))"
457,Arene_8,FC(F)(F)c1cccs1,Radical_2,F[C](F)F,Product-Ar8-R2-P457,FC(F)(F)c1csc(C(F)(F)F)c1,FC(F)(F)c1cccs1.F[C](F)F>>FC(F)(F)c1csc(C(F)(F)F)c1,11.4,"((6,), (1,))","((4,), (1,))"
458,Arene_8,FC(F)(F)c1cccs1,Radical_2,F[C](F)F,Product-Ar8-R2-P458,FC(F)(F)c1ccsc1C(F)(F)F,FC(F)(F)c1cccs1.F[C](F)F>>FC(F)(F)c1ccsc1C(F)(F)F,10.2,"((5,), (1,))","((4,), (1,))"
459,Arene_9,CC(C)(C)c1cccs1,Radical_2,F[C](F)F,Product-Ar9-R2-P459,CC(C)(C)c1ccc(C(F)(F)F)s1,CC(C)(C)c1cccs1.F[C](F)F>>CC(C)(C)c1ccc(C(F)(F)F)s1,7.9,"((7,), (1,))","((7,), (8,))"
460,Arene_9,CC(C)(C)c1cccs1,Radical_2,F[C](F)F,Product-Ar9-R2-P460,CC(C)(C)c1cc(C(F)(F)F)cs1,CC(C)(C)c1cccs1.F[C](F)F>>CC(C)(C)c1cc(C(F)(F)F)cs1,9.2,"((6,), (1,))","((6,), (7,))"
461,Arene_9,CC(C)(C)c1cccs1,Radical_2,F[C](F)F,Product-Ar9-R2-P461,CC(C)(C)c1sccc1C(F)(F)F,CC(C)(C)c1cccs1.F[C](F)F>>CC(C)(C)c1sccc1C(F)(F)F,9.8,"((5,), (1,))","((8,), (9,))"
462,Arene_10,FC(F)(F)c1ccsc1,Radical_2,F[C](F)F,Product-Ar10-R2-P462,FC(F)(F)c1csc(C(F)(F)F)c1,FC(F)(F)c1ccsc1.F[C](F)F>>FC(F)(F)c1csc(C(F)(F)F)c1,9.6,"((6,), (1,))","((7,), (1,))"
463,Arene_10,FC(F)(F)c1ccsc1,Radical_2,F[C](F)F,Product-Ar10-R2-P463,FC(F)(F)c1cscc1C(F)(F)F,FC(F)(F)c1ccsc1.F[C](F)F>>FC(F)(F)c1cscc1C(F)(F)F,10.9,"((5,), (1,))","((8,), (1,))"
464,Arene_10,FC(F)(F)c1ccsc1,Radical_2,F[C](F)F,Product-Ar10-R2-P464,FC(F)(F)c1ccsc1C(F)(F)F,FC(F)(F)c1ccsc1.F[C](F)F>>FC(F)(F)c1ccsc1C(F)(F)F,9.2,"((8,), (1,))","((8,), (1,))"
465,Arene_11,CC(C)(C)c1ccsc1,Radical_2,F[C](F)F,Product-Ar11-R2-P465,CC(C)(C)c1csc(C(F)(F)F)c1,CC(C)(C)c1ccsc1.F[C](F)F>>CC(C)(C)c1csc(C(F)(F)F)c1,8.0,"((6,), (1,))","((7,), (8,))"
466,Arene_11,CC(C)(C)c1ccsc1,Radical_2,F[C](F)F,Product-Ar11-R2-P466,CC(C)(C)c1cscc1C(F)(F)F,CC(C)(C)c1ccsc1.F[C](F)F>>CC(C)(C)c1cscc1C(F)(F)F,10.6,"((5,), (1,))","((8,), (9,))"
467,Arene_11,CC(C)(C)c1ccsc1,Radical_2,F[C](F)F,Product-Ar11-R2-P467,CC(C)(C)c1ccsc1C(F)(F)F,CC(C)(C)c1ccsc1.F[C](F)F>>CC(C)(C)c1ccsc1C(F)(F)F,8.3,"((8,), (1,))","((8,), (9,))"
468,Arene_12,FC(F)(F)c1nccs1,Radical_2,F[C](F)F,Product-Ar12-R2-P468,FC(F)(F)c1csc(C(F)(F)F)n1,FC(F)(F)c1nccs1.F[C](F)F>>FC(F)(F)c1csc(C(F)(F)F)n1,11.7,"((6,), (1,))","((4,), (1,))"
469,Arene_12,FC(F)(F)c1nccs1,Radical_2,F[C](F)F,Product-Ar12-R2-P469,FC(F)(F)c1cnc(C(F)(F)F)s1,FC(F)(F)c1nccs1.F[C](F)F>>FC(F)(F)c1cnc(C(F)(F)F)s1,10.4,"((7,), (1,))","((4,), (1,))"
470,Arene_13,CC(C)(C)c1nccs1,Radical_2,F[C](F)F,Product-Ar13-R2-P470,CC(C)(C)c1nc(C(F)(F)F)cs1,CC(C)(C)c1nccs1.F[C](F)F>>CC(C)(C)c1nc(C(F)(F)F)cs1,9.2,"((6,), (1,))","((6,), (7,))"
471,Arene_13,CC(C)(C)c1nccs1,Radical_2,F[C](F)F,Product-Ar13-R2-P471,CC(C)(C)c1ncc(C(F)(F)F)s1,CC(C)(C)c1nccs1.F[C](F)F>>CC(C)(C)c1ncc(C(F)(F)F)s1,9.1,"((7,), (1,))","((7,), (8,))"
472,Arene_14,FC(F)(F)c1cscn1,Radical_2,F[C](F)F,Product-Ar14-R2-P472,FC(F)(F)c1csc(C(F)(F)F)n1,FC(F)(F)c1cscn1.F[C](F)F>>FC(F)(F)c1csc(C(F)(F)F)n1,9.9,"((7,), (1,))","((7,), (1,))"
473,Arene_14,FC(F)(F)c1cscn1,Radical_2,F[C](F)F,Product-Ar14-R2-P473,FC(F)(F)c1ncsc1C(F)(F)F,FC(F)(F)c1cscn1.F[C](F)F>>FC(F)(F)c1ncsc1C(F)(F)F,10.5,"((5,), (1,))","((8,), (1,))"
474,Arene_15,CC(C)(C)c1cscn1,Radical_2,F[C](F)F,Product-Ar15-R2-P474,CC(C)(C)c1csc(C(F)(F)F)n1,CC(C)(C)c1cscn1.F[C](F)F>>CC(C)(C)c1csc(C(F)(F)F)n1,8.6,"((7,), (1,))","((7,), (8,))"
475,Arene_15,CC(C)(C)c1cscn1,Radical_2,F[C](F)F,Product-Ar15-R2-P475,CC(C)(C)c1ncsc1C(F)(F)F,CC(C)(C)c1cscn1.F[C](F)F>>CC(C)(C)c1ncsc1C(F)(F)F,9.3,"((5,), (1,))","((8,), (9,))"
476,Arene_16,FC(F)(F)c1cncs1,Radical_2,F[C](F)F,Product-Ar16-R2-P476,FC(F)(F)c1cnc(C(F)(F)F)s1,FC(F)(F)c1cncs1.F[C](F)F>>FC(F)(F)c1cnc(C(F)(F)F)s1,9.7,"((7,), (1,))","((7,), (1,))"
477,Arene_16,FC(F)(F)c1cncs1,Radical_2,F[C](F)F,Product-Ar16-R2-P477,FC(F)(F)c1ncsc1C(F)(F)F,FC(F)(F)c1cncs1.F[C](F)F>>FC(F)(F)c1ncsc1C(F)(F)F,10.7,"((5,), (1,))","((4,), (1,))"
478,Arene_17,CC(C)(C)c1cncs1,Radical_2,F[C](F)F,Product-Ar17-R2-P478,CC(C)(C)c1cnc(C(F)(F)F)s1,CC(C)(C)c1cncs1.F[C](F)F>>CC(C)(C)c1cnc(C(F)(F)F)s1,8.6,"((7,), (1,))","((7,), (8,))"
479,Arene_17,CC(C)(C)c1cncs1,Radical_2,F[C](F)F,Product-Ar17-R2-P479,CC(C)(C)c1scnc1C(F)(F)F,CC(C)(C)c1cncs1.F[C](F)F>>CC(C)(C)c1scnc1C(F)(F)F,10.1,"((5,), (1,))","((8,), (9,))"
480,Arene_18,FC(F)(F)c1ccsn1,Radical_2,F[C](F)F,Product-Ar18-R2-P480,FC(F)(F)c1csnc1C(F)(F)F,FC(F)(F)c1ccsn1.F[C](F)F>>FC(F)(F)c1csnc1C(F)(F)F,13.1,"((5,), (1,))","((4,), (1,))"
481,Arene_18,FC(F)(F)c1ccsn1,Radical_2,F[C](F)F,Product-Ar18-R2-P481,FC(F)(F)c1cc(C(F)(F)F)sn1,FC(F)(F)c1ccsn1.F[C](F)F>>FC(F)(F)c1cc(C(F)(F)F)sn1,11.0,"((6,), (1,))","((6,), (1,))"
482,Arene_19,CC(C)(C)c1ccsn1,Radical_2,F[C](F)F,Product-Ar19-R2-P482,CC(C)(C)c1nscc1C(F)(F)F,CC(C)(C)c1ccsn1.F[C](F)F>>CC(C)(C)c1nscc1C(F)(F)F,11.8,"((5,), (1,))","((8,), (9,))"
483,Arene_19,CC(C)(C)c1ccsn1,Radical_2,F[C](F)F,Product-Ar19-R2-P483,CC(C)(C)c1cc(C(F)(F)F)sn1,CC(C)(C)c1ccsn1.F[C](F)F>>CC(C)(C)c1cc(C(F)(F)F)sn1,10.5,"((6,), (1,))","((6,), (7,))"
484,Arene_20,FC(F)(F)c1cnsc1,Radical_2,F[C](F)F,Product-Ar20-R2-P484,FC(F)(F)c1csnc1C(F)(F)F,FC(F)(F)c1cnsc1.F[C](F)F>>FC(F)(F)c1csnc1C(F)(F)F,11.8,"((5,), (1,))","((8,), (1,))"
485,Arene_20,FC(F)(F)c1cnsc1,Radical_2,F[C](F)F,Product-Ar20-R2-P485,FC(F)(F)c1cnsc1C(F)(F)F,FC(F)(F)c1cnsc1.F[C](F)F>>FC(F)(F)c1cnsc1C(F)(F)F,10.9,"((8,), (1,))","((8,), (1,))"
486,Arene_21,CC(C)(C)c1cnsc1,Radical_2,F[C](F)F,Product-Ar21-R2-P486,CC(C)(C)c1csnc1C(F)(F)F,CC(C)(C)c1cnsc1.F[C](F)F>>CC(C)(C)c1csnc1C(F)(F)F,11.0,"((5,), (1,))","((8,), (9,))"
487,Arene_21,CC(C)(C)c1cnsc1,Radical_2,F[C](F)F,Product-Ar21-R2-P487,CC(C)(C)c1cnsc1C(F)(F)F,CC(C)(C)c1cnsc1.F[C](F)F>>CC(C)(C)c1cnsc1C(F)(F)F,9.8,"((8,), (1,))","((8,), (9,))"
488,Arene_22,FC(F)(F)c1ccns1,Radical_2,F[C](F)F,Product-Ar22-R2-P488,FC(F)(F)c1cc(C(F)(F)F)sn1,FC(F)(F)c1ccns1.F[C](F)F>>FC(F)(F)c1cc(C(F)(F)F)sn1,13.0,"((6,), (1,))","((4,), (1,))"
489,Arene_22,FC(F)(F)c1ccns1,Radical_2,F[C](F)F,Product-Ar22-R2-P489,FC(F)(F)c1cnsc1C(F)(F)F,FC(F)(F)c1ccns1.F[C](F)F>>FC(F)(F)c1cnsc1C(F)(F)F,12.7,"((5,), (1,))","((4,), (1,))"
490,Arene_23,CC(C)(C)c1ccns1,Radical_2,F[C](F)F,Product-Ar23-R2-P490,CC(C)(C)c1cc(C(F)(F)F)ns1,CC(C)(C)c1ccns1.F[C](F)F>>CC(C)(C)c1cc(C(F)(F)F)ns1,10.3,"((6,), (1,))","((6,), (7,))"
491,Arene_23,CC(C)(C)c1ccns1,Radical_2,F[C](F)F,Product-Ar23-R2-P491,CC(C)(C)c1sncc1C(F)(F)F,CC(C)(C)c1ccns1.F[C](F)F>>CC(C)(C)c1sncc1C(F)(F)F,11.2,"((5,), (1,))","((8,), (9,))"
492,Arene_24,FC(F)(F)c1ncco1,Radical_2,F[C](F)F,Product-Ar24-R2-P492,FC(F)(F)c1coc(C(F)(F)F)n1,FC(F)(F)c1ncco1.F[C](F)F>>FC(F)(F)c1coc(C(F)(F)F)n1,12.1,"((6,), (1,))","((4,), (1,))"
493,Arene_24,FC(F)(F)c1ncco1,Radical_2,F[C](F)F,Product-Ar24-R2-P493,FC(F)(F)c1cnc(C(F)(F)F)o1,FC(F)(F)c1ncco1.F[C](F)F>>FC(F)(F)c1cnc(C(F)(F)F)o1,9.0,"((7,), (1,))","((4,), (1,))"
494,Arene_25,CC(C)(C)c1ncco1,Radical_2,F[C](F)F,Product-Ar25-R2-P494,CC(C)(C)c1nc(C(F)(F)F)co1,CC(C)(C)c1ncco1.F[C](F)F>>CC(C)(C)c1nc(C(F)(F)F)co1,10.1,"((6,), (1,))","((6,), (7,))"
495,Arene_25,CC(C)(C)c1ncco1,Radical_2,F[C](F)F,Product-Ar25-R2-P495,CC(C)(C)c1ncc(C(F)(F)F)o1,CC(C)(C)c1ncco1.F[C](F)F>>CC(C)(C)c1ncc(C(F)(F)F)o1,7.4,"((7,), (1,))","((7,), (8,))"
496,Arene_26,FC(F)(F)c1cocn1,Radical_2,F[C](F)F,Product-Ar26-R2-P496,FC(F)(F)c1coc(C(F)(F)F)n1,FC(F)(F)c1cocn1.F[C](F)F>>FC(F)(F)c1coc(C(F)(F)F)n1,9.7,"((7,), (1,))","((7,), (1,))"
497,Arene_26,FC(F)(F)c1cocn1,Radical_2,F[C](F)F,Product-Ar26-R2-P497,FC(F)(F)c1ncoc1C(F)(F)F,FC(F)(F)c1cocn1.F[C](F)F>>FC(F)(F)c1ncoc1C(F)(F)F,9.0,"((5,), (1,))","((8,), (1,))"
498,Arene_27,CC(C)(C)c1cocn1,Radical_2,F[C](F)F,Product-Ar27-R2-P498,CC(C)(C)c1coc(C(F)(F)F)n1,CC(C)(C)c1cocn1.F[C](F)F>>CC(C)(C)c1coc(C(F)(F)F)n1,8.0,"((7,), (1,))","((7,), (8,))"
499,Arene_27,CC(C)(C)c1cocn1,Radical_2,F[C](F)F,Product-Ar27-R2-P499,CC(C)(C)c1ncoc1C(F)(F)F,CC(C)(C)c1cocn1.F[C](F)F>>CC(C)(C)c1ncoc1C(F)(F)F,6.8,"((5,), (1,))","((8,), (9,))"
500,Arene_28,FC(F)(F)c1cnco1,Radical_2,F[C](F)F,Product-Ar28-R2-P500,FC(F)(F)c1cnc(C(F)(F)F)o1,FC(F)(F)c1cnco1.F[C](F)F>>FC(F)(F)c1cnc(C(F)(F)F)o1,9.5,"((7,), (1,))","((7,), (1,))"
501,Arene_28,FC(F)(F)c1cnco1,Radical_2,F[C](F)F,Product-Ar28-R2-P501,FC(F)(F)c1ncoc1C(F)(F)F,FC(F)(F)c1cnco1.F[C](F)F>>FC(F)(F)c1ncoc1C(F)(F)F,11.4,"((5,), (1,))","((4,), (1,))"
502,Arene_29,CC(C)(C)c1cnco1,Radical_2,F[C](F)F,Product-Ar29-R2-P502,CC(C)(C)c1cnc(C(F)(F)F)o1,CC(C)(C)c1cnco1.F[C](F)F>>CC(C)(C)c1cnc(C(F)(F)F)o1,7.8,"((7,), (1,))","((7,), (8,))"
503,Arene_29,CC(C)(C)c1cnco1,Radical_2,F[C](F)F,Product-Ar29-R2-P503,CC(C)(C)c1ocnc1C(F)(F)F,CC(C)(C)c1cnco1.F[C](F)F>>CC(C)(C)c1ocnc1C(F)(F)F,9.8,"((5,), (1,))","((8,), (9,))"
504,Arene_30,FC(F)(F)c1ccon1,Radical_2,F[C](F)F,Product-Ar30-R2-P504,FC(F)(F)c1conc1C(F)(F)F,FC(F)(F)c1ccon1.F[C](F)F>>FC(F)(F)c1conc1C(F)(F)F,13.9,"((5,), (1,))","((4,), (1,))"
505,Arene_30,FC(F)(F)c1ccon1,Radical_2,F[C](F)F,Product-Ar30-R2-P505,FC(F)(F)c1cc(C(F)(F)F)on1,FC(F)(F)c1ccon1.F[C](F)F>>FC(F)(F)c1cc(C(F)(F)F)on1,10.0,"((6,), (1,))","((6,), (1,))"
506,Arene_31,CC(C)(C)c1ccon1,Radical_2,F[C](F)F,Product-Ar31-R2-P506,CC(C)(C)c1nocc1C(F)(F)F,CC(C)(C)c1ccon1.F[C](F)F>>CC(C)(C)c1nocc1C(F)(F)F,13.6,"((5,), (1,))","((8,), (9,))"
507,Arene_31,CC(C)(C)c1ccon1,Radical_2,F[C](F)F,Product-Ar31-R2-P507,CC(C)(C)c1cc(C(F)(F)F)on1,CC(C)(C)c1ccon1.F[C](F)F>>CC(C)(C)c1cc(C(F)(F)F)on1,9.2,"((6,), (1,))","((6,), (7,))"
508,Arene_32,FC(F)(F)c1cnoc1,Radical_2,F[C](F)F,Product-Ar32-R2-P508,FC(F)(F)c1conc1C(F)(F)F,FC(F)(F)c1cnoc1.F[C](F)F>>FC(F)(F)c1conc1C(F)(F)F,13.6,"((5,), (1,))","((8,), (1,))"
509,Arene_32,FC(F)(F)c1cnoc1,Radical_2,F[C](F)F,Product-Ar32-R2-P509,FC(F)(F)c1cnoc1C(F)(F)F,FC(F)(F)c1cnoc1.F[C](F)F>>FC(F)(F)c1cnoc1C(F)(F)F,10.0,"((8,), (1,))","((8,), (1,))"
510,Arene_33,CC(C)(C)c1cnoc1,Radical_2,F[C](F)F,Product-Ar33-R2-P510,CC(C)(C)c1conc1C(F)(F)F,CC(C)(C)c1cnoc1.F[C](F)F>>CC(C)(C)c1conc1C(F)(F)F,13.5,"((5,), (1,))","((8,), (9,))"
511,Arene_33,CC(C)(C)c1cnoc1,Radical_2,F[C](F)F,Product-Ar33-R2-P511,CC(C)(C)c1cnoc1C(F)(F)F,CC(C)(C)c1cnoc1.F[C](F)F>>CC(C)(C)c1cnoc1C(F)(F)F,8.6,"((8,), (1,))","((8,), (9,))"
512,Arene_34,FC(F)(F)c1ccno1,Radical_2,F[C](F)F,Product-Ar34-R2-P512,FC(F)(F)c1cc(C(F)(F)F)on1,FC(F)(F)c1ccno1.F[C](F)F>>FC(F)(F)c1cc(C(F)(F)F)on1,13.0,"((6,), (1,))","((4,), (1,))"
513,Arene_34,FC(F)(F)c1ccno1,Radical_2,F[C](F)F,Product-Ar34-R2-P513,FC(F)(F)c1cnoc1C(F)(F)F,FC(F)(F)c1ccno1.F[C](F)F>>FC(F)(F)c1cnoc1C(F)(F)F,12.8,"((5,), (1,))","((4,), (1,))"
514,Arene_35,CC(C)(C)c1ccno1,Radical_2,F[C](F)F,Product-Ar35-R2-P514,CC(C)(C)c1cc(C(F)(F)F)no1,CC(C)(C)c1ccno1.F[C](F)F>>CC(C)(C)c1cc(C(F)(F)F)no1,12.2,"((6,), (1,))","((6,), (7,))"
515,Arene_35,CC(C)(C)c1ccno1,Radical_2,F[C](F)F,Product-Ar35-R2-P515,CC(C)(C)c1oncc1C(F)(F)F,CC(C)(C)c1ccno1.F[C](F)F>>CC(C)(C)c1oncc1C(F)(F)F,11.3,"((5,), (1,))","((8,), (9,))"
516,Arene_36,FC(F)(F)c1ncc[nH]1,Radical_2,F[C](F)F,Product-Ar36-R2-P516,FC(F)(F)c1c[nH]c(C(F)(F)F)n1,FC(F)(F)c1ncc[nH]1.F[C](F)F>>FC(F)(F)c1c[nH]c(C(F)(F)F)n1,11.5,"((6,), (1,))","((4,), (1,))"
517,Arene_36,FC(F)(F)c1ncc[nH]1,Radical_2,F[C](F)F,Product-Ar36-R2-P517,FC(F)(F)c1cnc(C(F)(F)F)[nH]1,FC(F)(F)c1ncc[nH]1.F[C](F)F>>FC(F)(F)c1cnc(C(F)(F)F)[nH]1,10.1,"((7,), (1,))","((4,), (1,))"
518,Arene_37,CC(C)(C)c1ncc[nH]1,Radical_2,F[C](F)F,Product-Ar37-R2-P518,CC(C)(C)c1nc(C(F)(F)F)c[nH]1,CC(C)(C)c1ncc[nH]1.F[C](F)F>>CC(C)(C)c1nc(C(F)(F)F)c[nH]1,8.9,"((6,), (1,))","((6,), (7,))"
519,Arene_37,CC(C)(C)c1ncc[nH]1,Radical_2,F[C](F)F,Product-Ar37-R2-P519,CC(C)(C)c1ncc(C(F)(F)F)[nH]1,CC(C)(C)c1ncc[nH]1.F[C](F)F>>CC(C)(C)c1ncc(C(F)(F)F)[nH]1,7.9,"((7,), (1,))","((7,), (8,))"
520,Arene_38,FC(F)(F)c1c[nH]cn1,Radical_2,F[C](F)F,Product-Ar38-R2-P520,FC(F)(F)c1c[nH]c(C(F)(F)F)n1,FC(F)(F)c1c[nH]cn1.F[C](F)F>>FC(F)(F)c1c[nH]c(C(F)(F)F)n1,10.4,"((7,), (1,))","((7,), (1,))"
521,Arene_38,FC(F)(F)c1c[nH]cn1,Radical_2,F[C](F)F,Product-Ar38-R2-P521,FC(F)(F)c1nc[nH]c1C(F)(F)F,FC(F)(F)c1c[nH]cn1.F[C](F)F>>FC(F)(F)c1nc[nH]c1C(F)(F)F,10.4,"((5,), (1,))","((8,), (1,))"
522,Arene_39,CC(C)(C)c1c[nH]cn1,Radical_2,F[C](F)F,Product-Ar39-R2-P522,CC(C)(C)c1c[nH]c(C(F)(F)F)n1,CC(C)(C)c1c[nH]cn1.F[C](F)F>>CC(C)(C)c1c[nH]c(C(F)(F)F)n1,8.3,"((7,), (1,))","((7,), (8,))"
523,Arene_39,CC(C)(C)c1c[nH]cn1,Radical_2,F[C](F)F,Product-Ar39-R2-P523,CC(C)(C)c1nc[nH]c1C(F)(F)F,CC(C)(C)c1c[nH]cn1.F[C](F)F>>CC(C)(C)c1nc[nH]c1C(F)(F)F,8.0,"((5,), (1,))","((8,), (9,))"
524,Arene_40,FC(F)(F)c1cnc[nH]1,Radical_2,F[C](F)F,Product-Ar40-R2-P524,FC(F)(F)c1cnc(C(F)(F)F)[nH]1,FC(F)(F)c1cnc[nH]1.F[C](F)F>>FC(F)(F)c1cnc(C(F)(F)F)[nH]1,10.6,"((7,), (1,))","((7,), (1,))"
525,Arene_40,FC(F)(F)c1cnc[nH]1,Radical_2,F[C](F)F,Product-Ar40-R2-P525,FC(F)(F)c1nc[nH]c1C(F)(F)F,FC(F)(F)c1cnc[nH]1.F[C](F)F>>FC(F)(F)c1nc[nH]c1C(F)(F)F,11.1,"((5,), (1,))","((4,), (1,))"
526,Arene_41,CC(C)(C)c1cnc[nH]1,Radical_2,F[C](F)F,Product-Ar41-R2-P526,CC(C)(C)c1cnc(C(F)(F)F)[nH]1,CC(C)(C)c1cnc[nH]1.F[C](F)F>>CC(C)(C)c1cnc(C(F)(F)F)[nH]1,7.9,"((7,), (1,))","((7,), (8,))"
527,Arene_41,CC(C)(C)c1cnc[nH]1,Radical_2,F[C](F)F,Product-Ar41-R2-P527,CC(C)(C)c1[nH]cnc1C(F)(F)F,CC(C)(C)c1cnc[nH]1.F[C](F)F>>CC(C)(C)c1[nH]cnc1C(F)(F)F,9.1,"((5,), (1,))","((8,), (9,))"
528,Arene_42,FC(F)(F)c1cc[nH]n1,Radical_2,F[C](F)F,Product-Ar42-R2-P528,FC(F)(F)c1c[nH]nc1C(F)(F)F,FC(F)(F)c1cc[nH]n1.F[C](F)F>>FC(F)(F)c1c[nH]nc1C(F)(F)F,13.5,"((5,), (1,))","((4,), (1,))"
529,Arene_42,FC(F)(F)c1cc[nH]n1,Radical_2,F[C](F)F,Product-Ar42-R2-P529,FC(F)(F)c1cc(C(F)(F)F)[nH]n1,FC(F)(F)c1cc[nH]n1.F[C](F)F>>FC(F)(F)c1cc(C(F)(F)F)[nH]n1,11.9,"((6,), (1,))","((6,), (1,))"
530,Arene_43,CC(C)(C)c1cc[nH]n1,Radical_2,F[C](F)F,Product-Ar43-R2-P530,CC(C)(C)c1n[nH]cc1C(F)(F)F,CC(C)(C)c1cc[nH]n1.F[C](F)F>>CC(C)(C)c1n[nH]cc1C(F)(F)F,12.7,"((5,), (1,))","((8,), (9,))"
531,Arene_43,CC(C)(C)c1cc[nH]n1,Radical_2,F[C](F)F,Product-Ar43-R2-P531,CC(C)(C)c1cc(C(F)(F)F)[nH]n1,CC(C)(C)c1cc[nH]n1.F[C](F)F>>CC(C)(C)c1cc(C(F)(F)F)[nH]n1,10.3,"((6,), (1,))","((6,), (7,))"
532,Arene_44,FC(F)(F)c1cn[nH]c1,Radical_2,F[C](F)F,Product-Ar44-R2-P532,FC(F)(F)c1c[nH]nc1C(F)(F)F,FC(F)(F)c1cn[nH]c1.F[C](F)F>>FC(F)(F)c1c[nH]nc1C(F)(F)F,12.5,"((5,), (1,))","((8,), (1,))"
533,Arene_44,FC(F)(F)c1cn[nH]c1,Radical_2,F[C](F)F,Product-Ar44-R2-P533,FC(F)(F)c1cn[nH]c1C(F)(F)F,FC(F)(F)c1cn[nH]c1.F[C](F)F>>FC(F)(F)c1cn[nH]c1C(F)(F)F,11.6,"((8,), (1,))","((8,), (1,))"
534,Arene_45,CC(C)(C)c1cn[nH]c1,Radical_2,F[C](F)F,Product-Ar45-R2-P534,CC(C)(C)c1c[nH]nc1C(F)(F)F,CC(C)(C)c1cn[nH]c1.F[C](F)F>>CC(C)(C)c1c[nH]nc1C(F)(F)F,11.6,"((5,), (1,))","((8,), (9,))"
535,Arene_45,CC(C)(C)c1cn[nH]c1,Radical_2,F[C](F)F,Product-Ar45-R2-P535,CC(C)(C)c1cn[nH]c1C(F)(F)F,CC(C)(C)c1cn[nH]c1.F[C](F)F>>CC(C)(C)c1cn[nH]c1C(F)(F)F,9.8,"((8,), (1,))","((8,), (9,))"
536,Arene_46,FC(F)(F)c1ccn[nH]1,Radical_2,F[C](F)F,Product-Ar46-R2-P536,FC(F)(F)c1cc(C(F)(F)F)[nH]n1,FC(F)(F)c1ccn[nH]1.F[C](F)F>>FC(F)(F)c1cc(C(F)(F)F)[nH]n1,12.4,"((6,), (1,))","((4,), (1,))"
537,Arene_46,FC(F)(F)c1ccn[nH]1,Radical_2,F[C](F)F,Product-Ar46-R2-P537,FC(F)(F)c1cn[nH]c1C(F)(F)F,FC(F)(F)c1ccn[nH]1.F[C](F)F>>FC(F)(F)c1cn[nH]c1C(F)(F)F,12.1,"((5,), (1,))","((4,), (1,))"
538,Arene_47,CC(C)(C)c1ccn[nH]1,Radical_2,F[C](F)F,Product-Ar47-R2-P538,CC(C)(C)c1cc(C(F)(F)F)n[nH]1,CC(C)(C)c1ccn[nH]1.F[C](F)F>>CC(C)(C)c1cc(C(F)(F)F)n[nH]1,10.0,"((6,), (1,))","((6,), (7,))"
539,Arene_47,CC(C)(C)c1ccn[nH]1,Radical_2,F[C](F)F,Product-Ar47-R2-P539,CC(C)(C)c1[nH]ncc1C(F)(F)F,CC(C)(C)c1ccn[nH]1.F[C](F)F>>CC(C)(C)c1[nH]ncc1C(F)(F)F,11.2,"((5,), (1,))","((8,), (9,))"
540,Arene_48,FC(F)(F)c1ccccn1,Radical_2,F[C](F)F,Product-Ar48-R2-P540,FC(F)(F)c1cccnc1C(F)(F)F,FC(F)(F)c1ccccn1.F[C](F)F>>FC(F)(F)c1cccnc1C(F)(F)F,11.7,"((5,), (1,))","((4,), (1,))"
541,Arene_48,FC(F)(F)c1ccccn1,Radical_2,F[C](F)F,Product-Ar48-R2-P541,FC(F)(F)c1ccnc(C(F)(F)F)c1,FC(F)(F)c1ccccn1.F[C](F)F>>FC(F)(F)c1ccnc(C(F)(F)F)c1,12.0,"((6,), (1,))","((4,), (1,))"
542,Arene_48,FC(F)(F)c1ccccn1,Radical_2,F[C](F)F,Product-Ar48-R2-P542,FC(F)(F)c1ccc(C(F)(F)F)nc1,FC(F)(F)c1ccccn1.F[C](F)F>>FC(F)(F)c1ccc(C(F)(F)F)nc1,11.0,"((7,), (1,))","((4,), (1,))"
543,Arene_48,FC(F)(F)c1ccccn1,Radical_2,F[C](F)F,Product-Ar48-R2-P543,FC(F)(F)c1cccc(C(F)(F)F)n1,FC(F)(F)c1ccccn1.F[C](F)F>>FC(F)(F)c1cccc(C(F)(F)F)n1,11.6,"((8,), (1,))","((8,), (1,))"
544,Arene_49,FC(F)(F)c1cccc[nH+]1,Radical_2,F[C](F)F,Product-Ar49-R2-P544,FC(F)(F)c1ccc[nH+]c1C(F)(F)F,FC(F)(F)c1cccc[nH+]1.F[C](F)F>>FC(F)(F)c1ccc[nH+]c1C(F)(F)F,15.3,"((5,), (1,))","((4,), (1,))"
545,Arene_49,FC(F)(F)c1cccc[nH+]1,Radical_2,F[C](F)F,Product-Ar49-R2-P545,FC(F)(F)c1cc[nH+]c(C(F)(F)F)c1,FC(F)(F)c1cccc[nH+]1.F[C](F)F>>FC(F)(F)c1cc[nH+]c(C(F)(F)F)c1,12.4,"((6,), (1,))","((4,), (1,))"
